Freq.	V(n004)/V(ampli:n003)	V(n004)/V(ampli:n010)
1.35117610063146e+002	(5.66344044605909e+001dB,-1.79733734297702e+002°)	(5.47094008456320e+001dB,1.79633180311257e+002°)
1.39882522291652e+002	(5.66343983519091e+001dB,-1.79724344647477e+002°)	(5.47093874916693e+001dB,1.79620244941858e+002°)
1.44815468787007e+002	(5.66343918121130e+001dB,-1.79714623882964e+002°)	(5.47093731838662e+001dB,1.79606853447739e+002°)
1.49922375264834e+002	(5.66343847975424e+001dB,-1.79704560329301e+002°)	(5.47093578459590e+001dB,1.79592989748851e+002°)
1.55209376410667e+002	(5.66343772783282e+001dB,-1.79694141899612e+002°)	(5.47093414104512e+001dB,1.79578637198016e+002°)
1.60682823249257e+002	(5.66343692196029e+001dB,-1.79683356081269e+002°)	(5.47093237901665e+001dB,1.79563778562452e+002°)
1.66349290773760e+002	(5.66343605865097e+001dB,-1.79672189920090e+002°)	(5.47093049136801e+001dB,1.79548396000922e+002°)
1.72215585843964e+002	(5.66343513263668e+001dB,-1.79660630006155e+002°)	(5.47092846743536e+001dB,1.79532471045455e+002°)
1.78288755363049e+002	(5.66343414122236e+001dB,-1.79648662455754e+002°)	(5.47092629876672e+001dB,1.79515984576131e+002°)
1.84576094742701e+002	(5.66343307769774e+001dB,-1.79636272897044e+002°)	(5.47092397393640e+001dB,1.79498916800557e+002°)
1.91085156666741e+002	(5.66343193845136e+001dB,-1.79623446450619e+002°)	(5.47092148256944e+001dB,1.79481247228729e+002°)
1.97823760163812e+002	(5.66343071735342e+001dB,-1.79610167713265e+002°)	(5.47091881250095e+001dB,1.79462954649404e+002°)
2.04800000000003e+002	(5.66342940872917e+001dB,-1.79596420738760e+002°)	(5.47091595085600e+001dB,1.79444017104628e+002°)
2.12022256402718e+002	(5.66342800572484e+001dB,-1.79582189019181e+002°)	(5.47091288378663e+001dB,1.79424411863266e+002°)
2.19499205127437e+002	(5.66342650229575e+001dB,-1.79567455464678e+002°)	(5.47090959605820e+001dB,1.79404115394735e+002°)
2.27239827879498e+002	(5.66342489126134e+001dB,-1.79552202382884e+002°)	(5.47090607334144e+001dB,1.79383103338372e+002°)
2.35253423103397e+002	(5.66342316415581e+001dB,-1.79536411459035e+002°)	(5.47090229727649e+001dB,1.79361350478744e+002°)
2.43549617152561e+002	(5.66342131302946e+001dB,-1.79520063732404e+002°)	(5.47089825005298e+001dB,1.79338830711763e+002°)
2.52138375853043e+002	(5.66341932944887e+001dB,-1.79503139574109e+002°)	(5.47089391292408e+001dB,1.79315517014761e+002°)
2.61030016474989e+002	(5.66341720348234e+001dB,-1.79485618664562e+002°)	(5.47088926415995e+001dB,1.79291381415886e+002°)
2.70235220126293e+002	(5.66341492465659e+001dB,-1.79467479968056e+002°)	(5.47088428189527e+001dB,1.79266394958396e+002°)
2.79765044583305e+002	(5.66341248238480e+001dB,-1.79448701707982e+002°)	(5.47087894182726e+001dB,1.79240527668433e+002°)
2.89630937574015e+002	(5.66340986514916e+001dB,-1.79429261340424e+002°)	(5.47087321944495e+001dB,1.79213748516671e+002°)
2.99844750529669e+002	(5.66340706009400e+001dB,-1.79409135528782e+002°)	(5.47086708557383e+001dB,1.79186025386677e+002°)
3.10418752821335e+002	(5.66340405340559e+001dB,-1.79388300113840e+002°)	(5.47086051181606e+001dB,1.79157325030137e+002°)
3.21365646498515e+002	(5.66340083093186e+001dB,-1.79366730085947e+002°)	(5.47085346639647e+001dB,1.79127613032660e+002°)
3.32698581547520e+002	(5.66339737701230e+001dB,-1.79344399555471e+002°)	(5.47084591530410e+001dB,1.79096853771277e+002°)
3.44431171687928e+002	(5.66339367506321e+001dB,-1.79321281721264e+002°)	(5.47083782225792e+001dB,1.79065010372264e+002°)
3.56577510726099e+002	(5.66338970802094e+001dB,-1.79297348838760e+002°)	(5.47082914863224e+001dB,1.79032044667834e+002°)
3.69152189485403e+002	(5.66338545620030e+001dB,-1.79272572187618e+002°)	(5.47081985260232e+001dB,1.78997917151351e+002°)
3.82170313333483e+002	(5.66338089930888e+001dB,-1.79246922036812e+002°)	(5.47080988989748e+001dB,1.78962586930271e+002°)
3.95647520327624e+002	(5.66337601543559e+001dB,-1.79220367609664e+002°)	(5.47079921238752e+001dB,1.78926011679463e+002°)
4.09600000000007e+002	(5.66337078090870e+001dB,-1.79192877047316e+002°)	(5.47078776884058e+001dB,1.78888147590427e+002°)
4.24044512805436e+002	(5.66336517063097e+001dB,-1.79164417370589e+002°)	(5.47077550384817e+001dB,1.78848949321168e+002°)
4.38998410254874e+002	(5.66335915803651e+001dB,-1.79134954440445e+002°)	(5.47076235914042e+001dB,1.78808369940994e+002°)
4.54479655758998e+002	(5.66335271356666e+001dB,-1.79104452918713e+002°)	(5.47074827163174e+001dB,1.78766360877793e+002°)
4.70506846206794e+002	(5.66334580745736e+001dB,-1.79072876224834e+002°)	(5.47073317345675e+001dB,1.78722871862545e+002°)
4.87099234305124e+002	(5.66333840516344e+001dB,-1.79040186494399e+002°)	(5.47071699218537e+001dB,1.78677850867862e+002°)
5.04276751706087e+002	(5.66333047159233e+001dB,-1.79006344532303e+002°)	(5.47069964987836e+001dB,1.78631244051031e+002°)
5.22060032949979e+002	(5.66332196935015e+001dB,-1.78971309766891e+002°)	(5.47068106399729e+001dB,1.78582995688556e+002°)
5.40470440252588e+002	(5.66331285701057e+001dB,-1.78935040203825e+002°)	(5.47066114500220e+001dB,1.78533048115614e+002°)
5.59530089166611e+002	(5.66330309065098e+001dB,-1.78897492374954e+002°)	(5.47063979737478e+001dB,1.78481341657422e+002°)
5.79261875148031e+002	(5.66329262299160e+001dB,-1.78858621287955e+002°)	(5.47061691854851e+001dB,1.78427814562353e+002°)
5.99689501059339e+002	(5.66328140518022e+001dB,-1.78818380371913e+002°)	(5.47059239875024e+001dB,1.78372402932040e+002°)
6.20837505642671e+002	(5.66326938217759e+001dB,-1.78776721425187e+002°)	(5.47056612109096e+001dB,1.78315040644607e+002°)
6.42731292997030e+002	(5.66325649672868e+001dB,-1.78733594557329e+002°)	(5.47053795906357e+001dB,1.78255659287536e+002°)
6.65397163095041e+002	(5.66324268558409e+001dB,-1.78688948133402e+002°)	(5.47050777674327e+001dB,1.78194188076886e+002°)
6.88862343375856e+002	(5.66322788462843e+001dB,-1.78642728706009e+002°)	(5.47047543158066e+001dB,1.78130553771951e+002°)
7.13155021452198e+002	(5.66321202227481e+001dB,-1.78594880964249e+002°)	(5.47044076709297e+001dB,1.78064680608206e+002°)
7.38304378970806e+002	(5.66319502205231e+001dB,-1.78545347661313e+002°)	(5.47040361823897e+001dB,1.77996490197956e+002°)
7.64340626666967e+002	(5.66317680247298e+001dB,-1.78494069551924e+002°)	(5.47036380668323e+001dB,1.77925901456015e+002°)
7.91295040655249e+002	(5.66315727600519e+001dB,-1.78440985323461e+002°)	(5.47032114117026e+001dB,1.77852830507220e+002°)
8.19200000000016e+002	(5.66313634880630e+001dB,-1.78386031522897e+002°)	(5.47027541866666e+001dB,1.77777190588923e+002°)
8.48089025610873e+002	(5.66311392101762e+001dB,-1.78329142487916e+002°)	(5.47022641945489e+001dB,1.77698891971355e+002°)
8.77996820509748e+002	(5.66308988457161e+001dB,-1.78270250268122e+002°)	(5.47017390998223e+001dB,1.77617841847562e+002°)
9.08959311517996e+002	(5.66306412463173e+001dB,-1.78209284550484e+002°)	(5.47011763857204e+001dB,1.77533944247557e+002°)
9.41013692413589e+002	(5.66303651747534e+001dB,-1.78146172578243e+002°)	(5.47005733644213e+001dB,1.77447099929451e+002°)
9.74198468610248e+002	(5.66300693074233e+001dB,-1.78080839067869e+002°)	(5.46999271556827e+001dB,1.77357206279778e+002°)
1.00855350341218e+003	(5.66297522278380e+001dB,-1.78013206126423e+002°)	(5.46992346718304e+001dB,1.77264157210244e+002°)
1.04412006589996e+003	(5.66294124164577e+001dB,-1.77943193162057e+002°)	(5.46984926080465e+001dB,1.77167843047130e+002°)
1.08094088050518e+003	(5.66290482416194e+001dB,-1.77870716795522e+002°)	(5.46976974284986e+001dB,1.77068150422173e+002°)
1.11906017833322e+003	(5.66286579541437e+001dB,-1.77795690770940e+002°)	(5.46968453231354e+001dB,1.76964962172301e+002°)
1.15852375029606e+003	(5.66282397083324e+001dB,-1.77718025847918e+002°)	(5.46959322597055e+001dB,1.76858157199394e+002°)
1.19937900211868e+003	(5.66277914845678e+001dB,-1.77637629723571e+002°)	(5.46949538749974e+001dB,1.76747610387475e+002°)
1.24167501128534e+003	(5.66273111404186e+001dB,-1.77554406917796e+002°)	(5.46939055130546e+001dB,1.76633192467509e+002°)
1.28546258599406e+003	(5.66267963815991e+001dB,-1.77468258675251e+002°)	(5.46927821868531e+001dB,1.76514769904134e+002°)
1.33079432619008e+003	(5.66262447432309e+001dB,-1.77379082858609e+002°)	(5.46915785617363e+001dB,1.76392204773696e+002°)
1.37772468675171e+003	(5.66256535906056e+001dB,-1.77286773842662e+002°)	(5.46902889126059e+001dB,1.76265354654904e+002°)
1.42631004290440e+003	(5.66250200898483e+001dB,-1.77191222402339e+002°)	(5.46889071184545e+001dB,1.76134072495696e+002°)
1.47660875794161e+003	(5.66243412328444e+001dB,-1.77092315590369e+002°)	(5.46874266514640e+001dB,1.75998206487970e+002°)
1.52868125333394e+003	(5.66236137702861e+001dB,-1.76989936640986e+002°)	(5.46858404802634e+001dB,1.75857599978403e+002°)
1.58259008131050e+003	(5.66228342308716e+001dB,-1.76883964832483e+002°)	(5.46841411151952e+001dB,1.75712091310064e+002°)
1.63840000000003e+003	(5.66219988943389e+001dB,-1.76774275379360e+002°)	(5.46823205164649e+001dB,1.75561513736939e+002°)
1.69617805122175e+003	(5.66211037727963e+001dB,-1.76660739303560e+002°)	(5.46803700825918e+001dB,1.75405695294651e+002°)
1.75599364101950e+003	(5.66201446191195e+001dB,-1.76543223298126e+002°)	(5.46782806505756e+001dB,1.75244458662062e+002°)
1.81791862303600e+003	(5.66191168596401e+001dB,-1.76421589626895e+002°)	(5.46760423614717e+001dB,1.75077621111345e+002°)
1.88202738482718e+003	(5.66180156086268e+001dB,-1.76295695970047e+002°)	(5.46736447078994e+001dB,1.74904994342411e+002°)
1.94839693722050e+003	(5.66168356147285e+001dB,-1.76165395311610e+002°)	(5.46710764294390e+001dB,1.74726384421312e+002°)
2.01710700682435e+003	(5.66155712978315e+001dB,-1.76030535785610e+002°)	(5.46683255124365e+001dB,1.74541591659077e+002°)
2.08824013179992e+003	(5.66142166321957e+001dB,-1.75890960575512e+002°)	(5.46653790756933e+001dB,1.74350410558622e+002°)
2.16188176101036e+003	(5.66127652218300e+001dB,-1.75746507736997e+002°)	(5.46622234003803e+001dB,1.74152629686069e+002°)
2.23812035666645e+003	(5.66112101746568e+001dB,-1.75597010112782e+002°)	(5.46588437724591e+001dB,1.73948031672310e+002°)
2.31704750059213e+003	(5.66095441282330e+001dB,-1.75442295166153e+002°)	(5.46552244896220e+001dB,1.73736393105701e+002°)
2.39875800423736e+003	(5.66077592256460e+001dB,-1.75282184844845e+002°)	(5.46513488013536e+001dB,1.73517484491169e+002°)
2.48335002257069e+003	(5.66058470141271e+001dB,-1.75116495484001e+002°)	(5.46471987693959e+001dB,1.73291070275198e+002°)
2.57092517198813e+003	(5.66037985068752e+001dB,-1.74945037625974e+002°)	(5.46427552933550e+001dB,1.73056908766497e+002°)
2.66158865238017e+003	(5.66016040325514e+001dB,-1.74767615946311e+002°)	(5.46379979310159e+001dB,1.72814752227082e+002°)
2.75544937350343e+003	(5.65992532931561e+001dB,-1.74584029083675e+002°)	(5.46329049035894e+001dB,1.72564346845230e+002°)
2.85262008580880e+003	(5.65967352518805e+001dB,-1.74394069544918e+002°)	(5.46274529714497e+001dB,1.72305432820548e+002°)
2.95321751588323e+003	(5.65940380948055e+001dB,-1.74197523597892e+002°)	(5.46216173272907e+001dB,1.72037744481671e+002°)
3.05736250666788e+003	(5.65911492144293e+001dB,-1.73994171143215e+002°)	(5.46153715362464e+001dB,1.71761010379710e+002°)
3.16518016262100e+003	(5.65880551106171e+001dB,-1.73783785631925e+002°)	(5.46086874213121e+001dB,1.71474953457536e+002°)
3.27680000000007e+003	(5.65847413986634e+001dB,-1.73566133937874e+002°)	(5.46015350024299e+001dB,1.71179291215451e+002°)
3.39235610244350e+003	(5.65811926646500e+001dB,-1.73340976343558e+002°)	(5.45938823007628e+001dB,1.70873736046343e+002°)
3.51198728203900e+003	(5.65773924448131e+001dB,-1.73108066425871e+002°)	(5.45856953050546e+001dB,1.70557995444402e+002°)
3.63583724607200e+003	(5.65733231665473e+001dB,-1.72867151015489e+002°)	(5.45769378244732e+001dB,1.70231772398540e+002°)
3.76405476965437e+003	(5.65689660618061e+001dB,-1.72617970164682e+002°)	(5.45675713764807e+001dB,1.69894765788460e+002°)
3.89679387444101e+003	(5.65643010839067e+001dB,-1.72360257129628e+002°)	(5.45575550705892e+001dB,1.69546670841185e+002°)
4.03421401364871e+003	(5.65593068406846e+001dB,-1.72093738376602e+002°)	(5.45468454709606e+001dB,1.69187179698970e+002°)
4.17648026359985e+003	(5.65539605376419e+001dB,-1.71818133587911e+002°)	(5.45353964996265e+001dB,1.68815981996215e+002°)
4.32376352202072e+003	(5.65482377899770e+001dB,-1.71533155796004e+002°)	(5.45231592264787e+001dB,1.68432765654170e+002°)
4.47624071333291e+003	(5.65421127087330e+001dB,-1.71238511313047e+002°)	(5.45100818990432e+001dB,1.68037217464680e+002°)
4.63409500118427e+003	(5.65355575900218e+001dB,-1.70933900066916e+002°)	(5.44961095874423e+001dB,1.67629024274484e+002°)
4.79751600847474e+003	(5.65285429769626e+001dB,-1.70619015580066e+002°)	(5.44811842432936e+001dB,1.67207873705282e+002°)
4.96670004514139e+003	(5.65210374766690e+001dB,-1.70293545261895e+002°)	(5.44652444752973e+001dB,1.66773455379682e+002°)
5.14185034397627e+003	(5.65130076704712e+001dB,-1.69957170641669e+002°)	(5.44482254361430e+001dB,1.66325462113157e+002°)
5.32317730476035e+003	(5.65044180108978e+001dB,-1.69609567651990e+002°)	(5.44300587120292e+001dB,1.65863591230927e+002°)
5.51089874700687e+003	(5.64952307097614e+001dB,-1.69250406965779e+002°)	(5.44106722245910e+001dB,1.65387545970949e+002°)
5.70524017161761e+003	(5.64854055750545e+001dB,-1.68879354476090e+002°)	(5.43899900723701e+001dB,1.64897037163369e+002°)
5.90643503176648e+003	(5.64748999109607e+001dB,-1.68496071756867e+002°)	(5.43679324334963e+001dB,1.64391784966085e+002°)
6.11472501333576e+003	(5.64636684069206e+001dB,-1.68100216586779e+002°)	(5.43444155282877e+001dB,1.63871520613978e+002°)
6.33036032524202e+003	(5.64516629926066e+001dB,-1.67691443620190e+002°)	(5.43193515000690e+001dB,1.63335988530854e+002°)
6.55360000000016e+003	(5.64388327035349e+001dB,-1.67269405090588e+002°)	(5.42926483901389e+001dB,1.62784948393018e+002°)
6.78471220488701e+003	(5.64251235575191e+001dB,-1.66833751653298e+002°)	(5.42642100621710e+001dB,1.62218177530629e+002°)
7.02397456407802e+003	(5.64104784242512e+001dB,-1.66384133256793e+002°)	(5.42339362339507e+001dB,1.61635473238475e+002°)
7.27167449214400e+003	(5.63948369070464e+001dB,-1.65920200156463e+002°)	(5.42017224859002e+001dB,1.61036655357133e+002°)
7.52810953930875e+003	(5.63781351462150e+001dB,-1.65441604153975e+002°)	(5.41674602388946e+001dB,1.60421569107868e+002°)
7.79358774888202e+003	(5.63603057927374e+001dB,-1.64947999681591e+002°)	(5.41310369353696e+001dB,1.59790087654791e+002°)
8.06842802729744e+003	(5.63412777842863e+001dB,-1.64439045351759e+002°)	(5.40923360400809e+001dB,1.59142115285797e+002°)
8.35296052719972e+003	(5.63209763919393e+001dB,-1.63914405177220e+002°)	(5.40512373651002e+001dB,1.58477589957200e+002°)
8.64752704404145e+003	(5.62993229047374e+001dB,-1.63373750579437e+002°)	(5.40076170540234e+001dB,1.57796486879025e+002°)
8.95248142666582e+003	(5.62762347316374e+001dB,-1.62816761794838e+002°)	(5.39613480311490e+001dB,1.57098821057628e+002°)
9.26819000236854e+003	(5.62516251944724e+001dB,-1.62243130055409e+002°)	(5.39123001542422e+001dB,1.56384650755834e+002°)
9.59503201694948e+003	(5.62254034983061e+001dB,-1.61652559544262e+002°)	(5.38603406270952e+001dB,1.55654080340053e+002°)
9.93340009028279e+003	(5.61974747734879e+001dB,-1.61044769447112e+002°)	(5.38053344581747e+001dB,1.54907263099116e+002°)
1.02837006879525e+004	(5.61677399197826e+001dB,-1.60419496512731e+002°)	(5.37471448268556e+001dB,1.54144404331992e+002°)
1.06463546095207e+004	(5.61360956721431e+001dB,-1.59776497450479e+002°)	(5.36856336406314e+001dB,1.53365763929664e+002°)
1.10217974940138e+004	(5.61024347380379e+001dB,-1.59115551246764e+002°)	(5.36206622090637e+001dB,1.52571658511664e+002°)
1.14104803432352e+004	(5.60666456521600e+001dB,-1.58436462358689e+002°)	(5.35520916995203e+001dB,1.51762464155321e+002°)
1.18128700635330e+004	(5.60286130793222e+001dB,-1.57739063056622e+002°)	(5.34797839945154e+001dB,1.50938617691371e+002°)
1.22294500266715e+004	(5.59882178727700e+001dB,-1.57023216482560e+002°)	(5.34036023663676e+001dB,1.50100618341194e+002°)
1.26607206504840e+004	(5.59453372141642e+001dB,-1.56288819747498e+002°)	(5.33234122131500e+001dB,1.49249028931475e+002°)
1.31072000000003e+004	(5.58998449797485e+001dB,-1.55535806586900e+002°)	(5.32390819773827e+001dB,1.48384476074850e+002°)
1.35694244097740e+004	(5.58516118924815e+001dB,-1.54764150623135e+002°)	(5.31504839258688e+001dB,1.47507650375043e+002°)
1.40479491281561e+004	(5.58005059469578e+001dB,-1.53973868140071e+002°)	(5.30574950643214e+001dB,1.46619305720271e+002°)
1.45433489842880e+004	(5.57463927629289e+001dB,-1.53165021078926e+002°)	(5.29599980003622e+001dB,1.45720258146086e+002°)
1.50562190786175e+004	(5.56891360562136e+001dB,-1.52337719701480e+002°)	(5.28578818485050e+001dB,1.44811383873595e+002°)
1.55871754977641e+004	(5.56285980918111e+001dB,-1.51492125410714e+002°)	(5.27510430609472e+001dB,1.43893616989810e+002°)
1.61368560545949e+004	(5.55646403302230e+001dB,-1.50628452887720e+002°)	(5.26393863278345e+001dB,1.42967946049226e+002°)
1.67059210543995e+004	(5.54971240082338e+001dB,-1.49746972355340e+002°)	(5.25228253596795e+001dB,1.42035410331420e+002°)
1.72950540880829e+004	(5.54259107922374e+001dB,-1.48848011489316e+002°)	(5.24012836158581e+001dB,1.41097095520695e+002°)
1.79049628533317e+004	(5.53508635464387e+001dB,-1.47931956705136e+002°)	(5.22746950317494e+001dB,1.40154128457881e+002°)
1.85363800047371e+004	(5.52718470544111e+001dB,-1.46999254468626e+002°)	(5.21430045622333e+001dB,1.39207671960326e+002°)
1.91900640338990e+004	(5.51887289218615e+001dB,-1.46050411323173e+002°)	(5.20061688074411e+001dB,1.38258918101473e+002°)
1.98668001805656e+004	(5.51013803013831e+001dB,-1.45085994582208e+002°)	(5.18641562935040e+001dB,1.37309082613330e+002°)
2.05674013759051e+004	(5.50096768689496e+001dB,-1.44106631193362e+002°)	(5.17169478927078e+001dB,1.36359397468987e+002°)
2.12927092190415e+004	(5.49134996586096e+001dB,-1.43113006883908e+002°)	(5.15645369592422e+001dB,1.35411104291912e+002°)
2.20435949880275e+004	(5.48127359315201e+001dB,-1.42105864360450e+002°)	(5.14069294098968e+001dB,1.34465447236661e+002°)
2.28209606864705e+004	(5.47072801024234e+001dB,-1.41086000721116e+002°)	(5.12441436976551e+001dB,1.33523665878260e+002°)
2.36257401270660e+004	(5.45970345914015e+001dB,-1.40054264191915e+002°)	(5.10762106688153e+001dB,1.32586988022118e+002°)
2.44589000533431e+004	(5.44819105403545e+001dB,-1.39011550988486e+002°)	(5.09031731974976e+001dB,1.31656623525033e+002°)
2.53214413009681e+004	(5.43618287255038e+001dB,-1.37958800148691e+002°)	(5.07250859026034e+001dB,1.30733757192859e+002°)
2.62144000000007e+004	(5.42367202060687e+001dB,-1.36896988763975e+002°)	(5.05420146238275e+001dB,1.29819542832874e+002°)
2.71388488195481e+004	(5.41065268984021e+001dB,-1.35827126702309e+002°)	(5.03540358026129e+001dB,1.28915097870131e+002°)
2.80958982563122e+004	(5.39712022205750e+001dB,-1.34750250095050e+002°)	(5.01612358782644e+001dB,1.28021497923872e+002°)
2.90866979685761e+004	(5.38307114656668e+001dB,-1.33667415098797e+002°)	(4.99637105230085e+001dB,1.27139772403909e+002°)
3.01124381572351e+004	(5.36850321748362e+001dB,-1.32579690969233e+002°)	(4.97615638695764e+001dB,1.26270900528770e+002°)
3.11743509955282e+004	(5.35341543364232e+001dB,-1.31488153186494e+002°)	(4.95549076619678e+001dB,1.25415808303151e+002°)
3.22737121091898e+004	(5.33780805397720e+001dB,-1.30393875824173e+002°)	(4.93438604385186e+001dB,1.24575365455662e+002°)
3.34118421087990e+004	(5.32168259211565e+001dB,-1.29297924717670e+002°)	(4.91285466175136e+001dB,1.23750383949704e+002°)
3.45901081761659e+004	(5.30504180781135e+001dB,-1.28201349963826e+002°)	(4.89090956538639e+001dB,1.22941616427338e+002°)
3.58099257066634e+004	(5.28788967890204e+001dB,-1.27105178972684e+002°)	(4.86856411588077e+001dB,1.22149755535272e+002°)
3.70727600094743e+004	(5.27023136997601e+001dB,-1.26010409666274e+002°)	(4.84583200625606e+001dB,1.21375433980730e+002°)
3.83801280677981e+004	(5.25207317974296e+001dB,-1.24918004153235e+002°)	(4.82272717780451e+001dB,1.20619224890839e+002°)
3.97336003611313e+004	(5.23342249425681e+001dB,-1.23828882465935e+002°)	(4.79926374565024e+001dB,1.19881642763804e+002°)
4.11348027518103e+004	(5.21428771548982e+001dB,-1.22743917448407e+002°)	(4.77545592157252e+001dB,1.19163145078841e+002°)
4.25854184380830e+004	(5.19467819330669e+001dB,-1.21663929637425e+002°)	(4.75131794711393e+001dB,1.18464133973472e+002°)
4.40871899760552e+004	(5.17460415188081e+001dB,-1.20589682518787e+002°)	(4.72686403320957e+001dB,1.17784958134344e+002°)
4.56419213729411e+004	(5.15407660035241e+001dB,-1.19521879760618e+002°)	(4.70210829687740e+001dB,1.17125915935092e+002°)
4.72514802541320e+004	(5.13310725639603e+001dB,-1.18461161170008e+002°)	(4.67706471579309e+001dB,1.16487257335256e+002°)
4.89178001066863e+004	(5.11170845284936e+001dB,-1.17408101137284e+002°)	(4.65174707807155e+001dB,1.15869187419526e+002°)
5.06428826019364e+004	(5.08989305396314e+001dB,-1.16363206336469e+002°)	(4.62616894458015e+001dB,1.15271868876452e+002°)
5.24288000000015e+004	(5.06767436669934e+001dB,-1.15326915091986e+002°)	(4.60034361371773e+001dB,1.14695425544957e+002°)
5.42776976390963e+004	(5.04506605770723e+001dB,-1.14299596321861e+002°)	(4.57428409406416e+001dB,1.14139945047229e+002°)
5.61917965126244e+004	(5.02208206926439e+001dB,-1.13281550048266e+002°)	(4.54800308001478e+001dB,1.13605482327259e+002°)
5.81733959371523e+004	(4.99873653953935e+001dB,-1.12273007951879e+002°)	(4.52151293266076e+001dB,1.13092062726617e+002°)
6.02248763144703e+004	(4.97504373289004e+001dB,-1.11274133815597e+002°)	(4.49482566945490e+001dB,1.12599684634291e+002°)
6.23487019910564e+004	(4.95101796142026e+001dB,-1.10285025863696e+002°)	(4.46795294963484e+001dB,1.12128323127991e+002°)
6.45474242183798e+004	(4.92667352966834e+001dB,-1.09305717859062e+002°)	(4.44090607385441e+001dB,1.11677932382845e+002°)
6.68236842175980e+004	(4.90202466977752e+001dB,-1.08336181371476e+002°)	(4.41369597971613e+001dB,1.11248448529758e+002°)
6.91802163523319e+004	(4.87708548824691e+001dB,-1.07376328404656e+002°)	(4.38633324284158e+001dB,1.10839792551355e+002°)
7.16198514133269e+004	(4.85186992248599e+001dB,-1.06426013634878e+002°)	(4.35882808354162e+001dB,1.10451872592295e+002°)
7.41455200189487e+004	(4.82639169595926e+001dB,-1.05485037124211e+002°)	(4.33119037262007e+001dB,1.10084586336713e+002°)
7.67602561355962e+004	(4.80066428357948e+001dB,-1.04553147279331e+002°)	(4.30342964076170e+001dB,1.09737823379823e+002°)
7.94672007222627e+004	(4.77470088168920e+001dB,-1.03630043414663e+002°)	(4.27555509103582e+001dB,1.09411467109944e+002°)
8.22696055036207e+004	(4.74851438169295e+001dB,-1.02715379110833e+002°)	(4.24757561014309e+001dB,1.09105396976487e+002°)
8.51708368761661e+004	(4.72211735100984e+001dB,-1.01808764589332e+002°)	(4.21949978488949e+001dB,1.08819489945247e+002°)
8.81743799521105e+004	(4.69552201865452e+001dB,-1.00909769805538e+002°)	(4.19133591808622e+001dB,1.08553622329602e+002°)
9.12838427458823e+004	(4.66874026257069e+001dB,-1.00017927117407e+002°)	(4.16309204474214e+001dB,1.08307671213447e+002°)
9.45029605082641e+004	(4.64178360299958e+001dB,-9.91327340807830e+001°)	(4.13477595051924e+001dB,1.08081515888768e+002°)
9.78356002133728e+004	(4.61466320096221e+001dB,-9.82536560375061e+001°)	(4.10639519084916e+001dB,1.07875039078838e+002°)
1.01285765203873e+005	(4.58738985588187e+001dB,-9.73801284597612e+001°)	(4.07795711015017e+001dB,1.07688127934107e+002°)
1.04857600000003e+005	(4.55997400804996e+001dB,-9.65115595788874e+001°)	(4.04946886045052e+001dB,1.07520675161139e+002°)
1.08555395278193e+005	(4.53242574655107e+001dB,-9.56473324639068e+001°)	(4.02093742340331e+001dB,1.07372579766720e+002°)
1.12383593025249e+005	(4.50475481348919e+001dB,-9.47868071828778e+001°)	(3.99236962921629e+001dB,1.07243747794350e+002°)
1.16346791874305e+005	(4.47697061560333e+001dB,-9.39293229771901e+001°)	(3.96377217786802e+001dB,1.07134093058360e+002°)
1.20449752628941e+005	(4.44908223398939e+001dB,-9.30741999174553e+001°)	(3.93515165999654e+001dB,1.07043537496889e+002°)
1.24697403982113e+005	(4.42109843580424e+001dB,-9.22207409932047e+001°)	(3.90651457672918e+001dB,1.06972011783268e+002°)
1.29094848436760e+005	(4.39302768778382e+001dB,-9.13682334666160e+001°)	(3.87786736133990e+001dB,1.06919455436850e+002°)
1.33647368435196e+005	(4.36487816979090e+001dB,-9.05159508039080e+001°)	(3.84921639865432e+001dB,1.06885817274262e+002°)
1.38360432704664e+005	(4.33665778900874e+001dB,-8.96631537955698e+001°)	(3.82056804684209e+001dB,1.06871055309928e+002°)
1.43239702826654e+005	(4.30837419360200e+001dB,-8.88090922173724e+001°)	(3.79192865683981e+001dB,1.06875136978408e+002°)
1.48291040037898e+005	(4.28003478892679e+001dB,-8.79530060596100e+001°)	(3.76330459264866e+001dB,1.06898039049944e+002°)
1.53520512271193e+005	(4.25164674858324e+001dB,-8.70941265974678e+001°)	(3.73470225114123e+001dB,1.06939747403135e+002°)
1.58934401444526e+005	(4.22321703141715e+001dB,-8.62316779080555e+001°)	(3.70612808166535e+001dB,1.07000257044790e+002°)
1.64539211007242e+005	(4.19475239343463e+001dB,-8.53648775760370e+001°)	(3.67758860567474e+001dB,1.07079571589566e+002°)
1.70341673752332e+005	(4.16625940023626e+001dB,-8.44929381528843e+001°)	(3.64909043494231e+001dB,1.07177703158688e+002°)
1.76348759904221e+005	(4.13774443935663e+001dB,-8.36150677999360e+001°)	(3.62064029102710e+001dB,1.07294671742995e+002°)
1.82567685491765e+005	(4.10921373001464e+001dB,-8.27304715697237e+001°)	(3.59224502245020e+001dB,1.07430504909752e+002°)
1.89005921016529e+005	(4.08067333446253e+001dB,-8.18383521661761e+001°)	(3.56391162350069e+001dB,1.07585237149831e+002°)
1.95671200426746e+005	(4.05212916447525e+001dB,-8.09379109294016e+001°)	(3.53564725059473e+001dB,1.07758909334964e+002°)
