time	V(n002)
2.492340554996606e-006	-3.301933e+000
2.494483412139468e-006	-3.259669e+000
2.496626269282330e-006	-3.217403e+000
2.498769126425192e-006	-3.175133e+000
2.500911983568053e-006	-3.132861e+000
2.502340554996628e-006	-3.104675e+000
2.503769126425203e-006	-3.076485e+000
2.505197697853777e-006	-3.048291e+000
2.506626269282351e-006	-3.020093e+000
2.508054840710926e-006	-2.991891e+000
2.509483412139501e-006	-2.963686e+000
2.510911983568075e-006	-2.935477e+000
2.511883412139506e-006	-2.916292e+000
2.512854840710937e-006	-2.897104e+000
2.513826269282367e-006	-2.877915e+000
2.514797697853798e-006	-2.858724e+000
2.515769126425229e-006	-2.839530e+000
2.516740554996660e-006	-2.820334e+000
2.517711983568090e-006	-2.801136e+000
2.517883412139519e-006	-2.797748e+000
2.518054840710948e-006	-2.794360e+000
2.518226269282377e-006	-2.790972e+000
2.518397697853806e-006	-2.787584e+000
2.518569126425235e-006	-2.784196e+000
2.518740554996664e-006	-2.780807e+000
2.518911983568093e-006	-2.777419e+000
2.519111983568093e-006	-2.773465e+000
2.519711983568095e-006	-2.761605e+000
