time	V(realim)
1.986264983369698e-003	-1.237539e+000
1.989708445745477e-003	-9.321425e-001
1.995770096131279e-003	-3.937718e-001
2.003380426987432e-003	2.823838e-001
2.011463936161643e-003	9.996368e-001
2.018120976174922e-003	1.588411e+000
2.024744092502645e-003	2.171707e+000
2.028940237187304e-003	2.539438e+000
2.033198367481651e-003	2.910608e+000
2.037178894830549e-003	3.255412e+000
2.043135062507325e-003	3.767430e+000
2.048573161219702e-003	4.230124e+000
2.056044176054385e-003	4.856810e+000
2.064710273710427e-003	5.570647e+000
2.073499336210427e-003	6.278022e+000
2.082288398710427e-003	6.966107e+000
2.091077461210428e-003	7.632740e+000
2.099866523710428e-003	8.276918e+000
2.107254849292388e-003	8.800696e+000
2.111917041233992e-003	9.122109e+000
2.113910420681438e-003	9.257109e+000
2.114300738079923e-003	9.283247e+000
2.114442455552272e-003	9.292547e+000
2.114512757054406e-003	9.297196e+000
2.114577658872676e-003	9.301577e+000
2.114670033550184e-003	9.307779e+000
2.114825155268700e-003	9.318135e+000
2.115018845468235e-003	9.331028e+000
2.115355757870991e-003	9.353405e+000
2.115814227109200e-003	9.383784e+000
2.116513574091448e-003	9.429962e+000
2.117559166457129e-003	9.498634e+000
2.119074374451663e-003	9.597353e+000
2.121365004158412e-003	9.745119e+000
2.123220434541681e-003	9.863536e+000
2.124598447918956e-003	9.950497e+000
2.126259005915959e-003	1.005425e+001
2.127372415217406e-003	1.012312e+001
2.128730899782459e-003	1.020631e+001
2.130178706482088e-003	1.029418e+001
2.131851954207438e-003	1.039443e+001
2.135198449658137e-003	1.059193e+001
2.137432523310555e-003	1.072180e+001
2.138694677983806e-003	1.079417e+001
2.139346846823743e-003	1.083123e+001
2.139669315580331e-003	1.084948e+001
2.139940114561570e-003	1.086475e+001
2.140195752159207e-003	1.087911e+001
2.140465966665077e-003	1.089424e+001
2.140727111322743e-003	1.090881e+001
2.141002902838933e-003	1.092413e+001
2.141282442123834e-003	1.093957e+001
2.141595348627982e-003	1.095675e+001
2.141931197053104e-003	1.097507e+001
2.142334152853573e-003	1.099691e+001
2.142813409008026e-003	1.102273e+001
2.143505925243866e-003	1.105985e+001
2.144577680061842e-003	1.111719e+001
2.145522036555535e-003	1.116789e+001
2.146193674783397e-003	1.120421e+001
2.146780300060823e-003	1.123612e+001
2.147404339936833e-003	1.126993e+001
2.148061860755659e-003	1.130504e+001
2.148317341591157e-003	1.131852e+001
2.148597829571323e-003	1.133338e+001
2.148941884599558e-003	1.135159e+001
2.149252325957423e-003	1.136785e+001
2.149595642100431e-003	1.138583e+001
2.149958640166587e-003	1.140481e+001
2.150339955665291e-003	1.142465e+001
2.150763592946726e-003	1.144663e+001
2.151227487796920e-003	1.147060e+001
2.151719484881095e-003	1.149591e+001
2.152264756652644e-003	1.152384e+001
2.152838820857041e-003	1.155310e+001
2.153484039482160e-003	1.158581e+001
2.154077623029599e-003	1.161572e+001
2.155018349836627e-003	1.166272e+001
2.156420218442584e-003	1.173188e+001
2.158948345741795e-003	1.185392e+001
2.171143410678538e-003	1.239678e+001
2.179932473178539e-003	1.274713e+001
2.188721535678539e-003	1.305950e+001
2.197510598178539e-003	1.333205e+001
2.206299660678540e-003	1.356396e+001
2.215088723178540e-003	1.375454e+001
2.223877785678540e-003	1.390321e+001
2.232666848178541e-003	1.400953e+001
2.241455910678541e-003	1.407317e+001
2.250244973178541e-003	1.409395e+001
2.259034035678542e-003	1.407180e+001
2.267823098178542e-003	1.400678e+001
2.276612160678542e-003	1.389910e+001
2.285401223178543e-003	1.374907e+001
2.294190285678543e-003	1.355714e+001
2.302979348178543e-003	1.332390e+001
2.311768410678544e-003	1.305003e+001
2.320557473178544e-003	1.273637e+001
2.329346535678544e-003	1.238385e+001
2.338135598178545e-003	1.199354e+001
2.346924660678545e-003	1.157211e+001
2.350244026380583e-003	1.140459e+001
2.351580889231484e-003	1.133535e+001
2.352281539258788e-003	1.129888e+001
2.352937623351894e-003	1.126474e+001
2.353617283964481e-003	1.122928e+001
2.354535602827692e-003	1.118095e+001
2.355670302211697e-003	1.112039e+001
2.356627939662426e-003	1.106853e+001
2.357338587567577e-003	1.102951e+001
2.357906488069845e-003	1.099790e+001
2.358324107182506e-003	1.097429e+001
2.358643876358344e-003	1.095610e+001
2.359020236689487e-003	1.093497e+001
2.359115037415711e-003	1.092988e+001
2.359205831599289e-003	1.092509e+001
2.359326564775784e-003	1.091845e+001
2.359499563744044e-003	1.090865e+001
2.359677371397124e-003	1.089862e+001
2.359810017715980e-003	1.089119e+001
2.359985345793977e-003	1.088136e+001
2.360158653218954e-003	1.087161e+001
2.360333072997193e-003	1.086178e+001
2.360517640042950e-003	1.085136e+001
2.360714778634364e-003	1.084022e+001
2.360903966708633e-003	1.082950e+001
2.361115949153506e-003	1.081748e+001
2.361330553452811e-003	1.080529e+001
2.361573190267665e-003	1.079149e+001
2.361833467193718e-003	1.077665e+001
2.362136514794911e-003	1.075934e+001
2.362484222007376e-003	1.073942e+001
2.362959907223624e-003	1.071208e+001
2.363636510694269e-003	1.067302e+001
2.364724747178686e-003	1.060969e+001
2.366780988055050e-003	1.048834e+001
2.370893469807777e-003	1.024113e+001
2.374083140565709e-003	1.004525e+001
2.376752150574380e-003	9.877701e+000
2.379888257576977e-003	9.677303e+000
2.382356985933117e-003	9.516905e+000
2.385233198561773e-003	9.326771e+000
2.388750955374637e-003	9.089520e+000
2.394469676979797e-003	8.695463e+000
2.398681897397557e-003	8.398756e+000
2.402931608665174e-003	8.092510e+000
2.408168814122345e-003	7.706605e+000
2.414840846718159e-003	7.203232e+000
2.421935477527117e-003	6.654028e+000
2.430724540027117e-003	5.955664e+000
2.439513602527118e-003	5.239971e+000
2.448302665027118e-003	4.508133e+000
2.457091727527118e-003	3.762400e+000
2.465880790027119e-003	3.005065e+000
2.474669852527119e-003	2.239139e+000
2.479671579074442e-003	1.799938e+000
2.483378133539032e-003	1.472812e+000
2.487584136699002e-003	1.100461e+000
2.491705675522475e-003	7.347476e-001
2.499948753169423e-003	2.362350e-003
2.508220270101556e-003	-7.321192e-001
2.517009332601556e-003	-1.510848e+000
2.521471686141006e-003	-1.905032e+000
2.523188349341043e-003	-2.056239e+000
2.524677583323651e-003	-2.187149e+000
2.526429147708851e-003	-2.340875e+000
2.528025211325165e-003	-2.480716e+000
2.529687996922743e-003	-2.626121e+000
2.531609421908942e-003	-2.793769e+000
2.533859474016196e-003	-2.989548e+000
2.536630819732261e-003	-3.229808e+000
2.540169928469692e-003	-3.535066e+000
2.545028561033983e-003	-3.950855e+000
2.552290115819582e-003	-4.564958e+000
2.561079178319582e-003	-5.296053e+000
2.569868240819583e-003	-6.011538e+000
2.578657303319583e-003	-6.708642e+000
2.587446365819583e-003	-7.385238e+000
2.596235428319584e-003	-8.039255e+000
2.605024490819584e-003	-8.668697e+000
2.613813553319584e-003	-9.271645e+000
2.622602615819585e-003	-9.850089e+000
2.626961703296307e-003	-1.012693e+001
2.629240011745119e-003	-1.026783e+001
2.630610737878941e-003	-1.035139e+001
2.631136076513231e-003	-1.038315e+001
2.631602577634293e-003	-1.041120e+001
2.632075720296220e-003	-1.043953e+001
2.633022005620071e-003	-1.049594e+001
2.634037861894239e-003	-1.055612e+001
2.635137136694461e-003	-1.062071e+001
2.636792759655327e-003	-1.071688e+001
2.639412625392586e-003	-1.086716e+001
2.640872103452636e-003	-1.094977e+001
2.641941737189882e-003	-1.100950e+001
2.642756393067137e-003	-1.105445e+001
2.643691644922197e-003	-1.110553e+001
2.644656255519452e-003	-1.115786e+001
2.645410507011566e-003	-1.119860e+001
2.646120388498168e-003	-1.123685e+001
2.646810692321706e-003	-1.127399e+001
2.647478429561295e-003	-1.130981e+001
2.648199939272291e-003	-1.134831e+001
2.648561943954806e-003	-1.136755e+001
2.648903219686350e-003	-1.138560e+001
2.649361019312138e-003	-1.140971e+001
2.649697642201476e-003	-1.142738e+001
2.650074194189060e-003	-1.144708e+001
2.650438640301787e-003	-1.146608e+001
2.650837970415008e-003	-1.148683e+001
2.651314752533667e-003	-1.151150e+001
2.651755782382845e-003	-1.153424e+001
2.652282370953402e-003	-1.156126e+001
2.652832274930045e-003	-1.158934e+001
2.653428382133031e-003	-1.161963e+001
2.654081712926245e-003	-1.165263e+001
2.654881117354669e-003	-1.169269e+001
2.656209956147168e-003	-1.175861e+001
2.657876317661994e-003	-1.183988e+001
2.661209040691646e-003	-1.199785e+001
2.666564856717964e-003	-1.223967e+001
2.675026633382255e-003	-1.259496e+001
2.683815695882256e-003	-1.292961e+001
2.692604758382256e-003	-1.322601e+001
2.700715634989298e-003	-1.346310e+001
2.709504697489299e-003	-1.367979e+001
2.718293759989299e-003	-1.385559e+001
2.727082822489299e-003	-1.398920e+001
2.735871884989300e-003	-1.408020e+001
2.744660947489300e-003	-1.412832e+001
2.753450009989300e-003	-1.413341e+001
2.762239072489301e-003	-1.409546e+001
2.771028134989301e-003	-1.401457e+001
2.779817197489301e-003	-1.389101e+001
2.788606259989302e-003	-1.372513e+001
2.797395322489302e-003	-1.351745e+001
2.806184384989302e-003	-1.326859e+001
2.814973447489303e-003	-1.297932e+001
2.823762509989303e-003	-1.265051e+001
2.832551572489303e-003	-1.228318e+001
2.841340634989304e-003	-1.188182e+001
2.846810823085289e-003	-1.161571e+001
2.848895043531346e-003	-1.151010e+001
2.850036889519157e-003	-1.145106e+001
2.850655523875449e-003	-1.141881e+001
2.851198342661256e-003	-1.139038e+001
2.851735768075210e-003	-1.136217e+001
2.852289621672487e-003	-1.133304e+001
2.852907622591192e-003	-1.130045e+001
2.853643152197868e-003	-1.126144e+001
2.854832849000016e-003	-1.119781e+001
2.855706598118445e-003	-1.115059e+001
2.856536811890412e-003	-1.110524e+001
2.857481220282943e-003	-1.105306e+001
2.858743826369000e-003	-1.098274e+001
2.859265318763004e-003	-1.095353e+001
2.859935748870278e-003	-1.091574e+001
2.860690509612228e-003	-1.087301e+001
2.861510431819102e-003	-1.082631e+001
2.862512141826068e-003	-1.076885e+001
2.863621775316204e-003	-1.070471e+001
2.864987792799954e-003	-1.062500e+001
2.866609861748902e-003	-1.052946e+001
2.867731570001987e-003	-1.046277e+001
2.868818112337371e-003	-1.039759e+001
2.869893544337178e-003	-1.033259e+001
2.870570722373326e-003	-1.029147e+001
2.870879350530032e-003	-1.027263e+001
2.871185299702967e-003	-1.025390e+001
2.871614757273409e-003	-1.022757e+001
2.872038471475017e-003	-1.020151e+001
2.872773276977306e-003	-1.015612e+001
2.873726041258315e-003	-1.009692e+001
2.875362145961725e-003	-9.994294e+000
2.877989501920739e-003	-9.827238e+000
2.881506461938469e-003	-9.599398e+000
2.886181213912882e-003	-9.289001e+000
2.892568097378437e-003	-8.851440e+000
2.901357159878437e-003	-8.227647e+000
2.910146222378438e-003	-7.580588e+000
2.918935284878438e-003	-6.910362e+000
2.927724347378438e-003	-6.219020e+000
2.936513409878439e-003	-5.508677e+000
2.945302472378439e-003	-4.781508e+000
2.954091534878439e-003	-4.039741e+000
2.962880597378440e-003	-3.285650e+000
2.971669659878440e-003	-2.522453e+000
2.976077360390253e-003	-2.136699e+000
2.978480595472040e-003	-1.925353e+000
2.980789379806561e-003	-1.721780e+000
2.983202422727376e-003	-1.508602e+000
2.985794656764337e-003	-1.279178e+000
2.989068622644229e-003	-9.889004e-001
2.994348378969412e-003	-5.200915e-001
3.000000000000001e-003	-1.783286e-002
