time	V(realim)
2.289275263344723e-003	1.371095e+001
2.298064325844723e-003	1.349958e+001
2.306853388344724e-003	1.324701e+001
2.315642450844724e-003	1.295402e+001
2.324431513344724e-003	1.262368e+001
2.331197737620982e-003	1.234650e+001
2.333760246401435e-003	1.223541e+001
2.335134638868077e-003	1.217395e+001
2.336117908055636e-003	1.212934e+001
2.337155432023183e-003	1.208177e+001
2.337594877689517e-003	1.206144e+001
2.337930600334184e-003	1.204583e+001
2.338407887879057e-003	1.202352e+001
2.339187366345537e-003	1.198696e+001
2.339350557981006e-003	1.197926e+001
2.339563992605530e-003	1.196915e+001
2.339810496735491e-003	1.195747e+001
2.339979207784226e-003	1.194946e+001
2.340199121378428e-003	1.193899e+001
2.340377673879585e-003	1.193048e+001
2.340619987323905e-003	1.191890e+001
2.340847616222093e-003	1.190800e+001
2.341144052869341e-003	1.189376e+001
2.341492557939076e-003	1.187698e+001
2.341827319405543e-003	1.186080e+001
2.342245646842146e-003	1.184050e+001
2.342710071228275e-003	1.181787e+001
2.343295942839425e-003	1.178918e+001
2.344017893341498e-003	1.175358e+001
2.345137391932444e-003	1.169780e+001
2.347110515391340e-003	1.159775e+001
2.351056762309135e-003	1.139268e+001
2.355097526624463e-003	1.117681e+001
2.357846437759169e-003	1.102563e+001
2.360784912560782e-003	1.086000e+001
2.363371766531975e-003	1.071108e+001
2.366295946139201e-003	1.053913e+001
2.369536599090351e-003	1.034425e+001
2.373676892979812e-003	1.008853e+001
2.379383744413641e-003	9.723801e+000
2.388172806913641e-003	9.139328e+000
2.396961869413641e-003	8.529593e+000
2.405750931913642e-003	7.893817e+000
2.414539994413642e-003	7.233943e+000
2.423329056913642e-003	6.551980e+000
2.432118119413643e-003	5.850007e+000
2.440907181913643e-003	5.130166e+000
2.449696244413643e-003	4.394650e+000
2.458485306913644e-003	3.645704e+000
2.467274369413644e-003	2.885609e+000
2.476063431913644e-003	2.116685e+000
2.484852494413645e-003	1.341276e+000
2.493641556913645e-003	5.617452e-001
2.511219681913646e-003	-1.000165e+000
2.520008744413646e-003	-1.777781e+000
2.528797806913646e-003	-2.550007e+000
2.537586869413647e-003	-3.314488e+000
2.546375931913647e-003	-4.068894e+000
2.555164994413647e-003	-4.810923e+000
2.563954056913648e-003	-5.538312e+000
2.572743119413648e-003	-6.248845e+000
2.581532181913648e-003	-6.940354e+000
2.590321244413649e-003	-7.610731e+000
2.599110306913649e-003	-8.257933e+000
2.607899369413649e-003	-8.879985e+000
2.616688431913650e-003	-9.474992e+000
2.625477494413650e-003	-1.004114e+001
2.634266556913650e-003	-1.057670e+001
2.643055619413651e-003	-1.108491e+001
2.646791026125254e-003	-1.129192e+001
2.647854542503039e-003	-1.134915e+001
2.648606704917596e-003	-1.138909e+001
2.649297417354125e-003	-1.142548e+001
2.650385394954970e-003	-1.148234e+001
2.651717197375709e-003	-1.155127e+001
2.653106414114155e-003	-1.162223e+001
2.655281667609605e-003	-1.173132e+001
2.658429979006633e-003	-1.188625e+001
2.659886957640186e-003	-1.195662e+001
2.660873598716532e-003	-1.200353e+001
2.661732958984277e-003	-1.204395e+001
2.662834187731288e-003	-1.209535e+001
2.663273940152897e-003	-1.211572e+001
2.663815058997722e-003	-1.214062e+001
2.664424285805996e-003	-1.216847e+001
2.665434166735287e-003	-1.221430e+001
2.665907786679659e-003	-1.223564e+001
2.666538538246197e-003	-1.226385e+001
2.667105662032598e-003	-1.228907e+001
2.667721585074367e-003	-1.231627e+001
2.668301484526719e-003	-1.234170e+001
2.669004478819619e-003	-1.237231e+001
2.669760016539098e-003	-1.240495e+001
2.670500018584687e-003	-1.243659e+001
2.671980022675862e-003	-1.249899e+001
2.673754633749801e-003	-1.257216e+001
2.677303855897680e-003	-1.271315e+001
2.682609314395477e-003	-1.291092e+001
2.691309388723428e-003	-1.320582e+001
2.700098451223428e-003	-1.346748e+001
2.708887513723429e-003	-1.368821e+001
2.717676576223429e-003	-1.386723e+001
2.726465638723429e-003	-1.400399e+001
2.735254701223430e-003	-1.409809e+001
2.744043763723430e-003	-1.414923e+001
2.752832826223430e-003	-1.415725e+001
2.761621888723431e-003	-1.412214e+001
2.770410951223431e-003	-1.404400e+001
2.779200013723431e-003	-1.392307e+001
2.787989076223432e-003	-1.375971e+001
2.796778138723432e-003	-1.355443e+001
2.805567201223432e-003	-1.330785e+001
2.814356263723433e-003	-1.302072e+001
2.823145326223433e-003	-1.269392e+001
2.831934388723433e-003	-1.233466e+001
2.834896562091759e-003	-1.220553e+001
2.836471920422766e-003	-1.213413e+001
2.837715348107820e-003	-1.207682e+001
2.838589207344247e-003	-1.203607e+001
2.839337353120331e-003	-1.200084e+001
2.840172321252681e-003	-1.196120e+001
2.840985750156557e-003	-1.192224e+001
2.842086142902276e-003	-1.186901e+001
2.843413411021799e-003	-1.180397e+001
2.845647788473857e-003	-1.169222e+001
2.849704340835769e-003	-1.148513e+001
2.851088646067044e-003	-1.141306e+001
2.852176592521717e-003	-1.135546e+001
2.853249380846877e-003	-1.129813e+001
2.853957504678126e-003	-1.126001e+001
2.854436777287202e-003	-1.123407e+001
2.854919107017660e-003	-1.120785e+001
2.855492737046826e-003	-1.117650e+001
2.856380021274953e-003	-1.112774e+001
2.857366311688809e-003	-1.107309e+001
2.858977992219012e-003	-1.098276e+001
2.861424069202687e-003	-1.084334e+001
2.865190300218189e-003	-1.062367e+001
2.869910083753091e-003	-1.033974e+001
2.876614866487779e-003	-9.920244e+000
2.885403928987779e-003	-9.345737e+000
2.894192991487779e-003	-8.744581e+000
2.902982053987780e-003	-8.116794e+000
2.911771116487780e-003	-7.464286e+000
2.920560178987780e-003	-6.789050e+000
2.929349241487781e-003	-6.093144e+000
2.938138303987781e-003	-5.378689e+000
2.946927366487781e-003	-4.647864e+000
2.955716428987782e-003	-3.902898e+000
2.964505491487782e-003	-3.146061e+000
2.973294553987782e-003	-2.379663e+000
2.982083616487783e-003	-1.606039e+000
2.990872678987783e-003	-8.275489e-001
2.999661741487783e-003	-4.657920e-002
3.000000000000001e-003	-1.648789e-002
