Freq.	V(n001)/1A
1.72950540880829e+004	(-3.99821913959880e+001dB,-1.14536523477960e+002°)
1.79049628533317e+004	(-3.97343147134883e+001dB,-1.13720255681889e+002°)
1.85363800047371e+004	(-3.94831748078110e+001dB,-1.12919551433500e+002°)
1.91900640338990e+004	(-3.92288958132316e+001dB,-1.12134530687263e+002°)
1.98668001805656e+004	(-3.89715990653518e+001dB,-1.11365265963252e+002°)
2.05674013759051e+004	(-3.87114026839730e+001dB,-1.10611785182204e+002°)
2.12927092190415e+004	(-3.84484211562262e+001dB,-1.09874075057212e+002°)
2.20435949880275e+004	(-3.81827650128695e+001dB,-1.09152084300864e+002°)
2.28209606864705e+004	(-3.79145405431370e+001dB,-1.08445726822894e+002°)
2.36257401270660e+004	(-3.76438495569391e+001dB,-1.07754885057160e+002°)
2.44589000533431e+004	(-3.73707891839577e+001dB,-1.07079413376433e+002°)
2.53214413009681e+004	(-3.70954517422460e+001dB,-1.06419140917325e+002°)
2.62144000000007e+004	(-3.68179246260771e+001dB,-1.05773874884222e+002°)
2.71388488195481e+004	(-3.65382902190783e+001dB,-1.05143403516302e+002°)
2.80958982563122e+004	(-3.62566258580197e+001dB,-1.04527498938807e+002°)
2.90866979685761e+004	(-3.59730038209637e+001dB,-1.03925919883368e+002°)
3.01124381572351e+004	(-3.56874913237416e+001dB,-1.03338414284028e+002°)
3.11743509955282e+004	(-3.54001505628938e+001dB,-1.02764721793138e+002°)
3.22737121091898e+004	(-3.51110387410295e+001dB,-1.02204576066112e+002°)
3.34118421087990e+004	(-3.48202081340792e+001dB,-1.01657707056092e+002°)
3.45901081761659e+004	(-3.45277061597772e+001dB,-1.01123842818542e+002°)
3.58099257066634e+004	(-3.42335754463171e+001dB,-1.00602711668782e+002°)
3.70727600094743e+004	(-3.39378539027280e+001dB,-1.00094043837767e+002°)
3.83801280677981e+004	(-3.36405748041695e+001dB,-9.95975731483216e+001°)
3.97336003611313e+004	(-3.33417668601218e+001dB,-9.91130385488402e+001°)
4.11348027518103e+004	(-3.30414542761284e+001dB,-9.86401855352185e+001°)
4.25854184380830e+004	(-3.27396568174513e+001dB,-9.81787675890535e+001°)
4.40871899760552e+004	(-3.24363898513486e+001dB,-9.77285473923806e+001°)
4.56419213729411e+004	(-3.21316643830377e+001dB,-9.72892980667241e+001°)
4.72514802541320e+004	(-3.18254870647300e+001dB,-9.68608044457103e+001°)
4.89178001066863e+004	(-3.15178601984313e+001dB,-9.64428642353403e+001°)
5.06428826019364e+004	(-3.12087817158654e+001dB,-9.60352892727120e+001°)
5.24288000000015e+004	(-3.08982451298205e+001dB,-9.56379068607041e+001°)
5.42776976390963e+004	(-3.05862394765725e+001dB,-9.52505611401012e+001°)
5.61917965126244e+004	(-3.02727492290149e+001dB,-9.48731145909221e+001°)
5.81733959371523e+004	(-2.99577541898575e+001dB,-9.45054497684353e+001°)
6.02248763144703e+004	(-2.96412293678366e+001dB,-9.41474712100123e+001°)
6.23487019910564e+004	(-2.93231448362043e+001dB,-9.37991075663094e+001°)
6.45474242183798e+004	(-2.90034655760370e+001dB,-9.34603139976119e+001°)
6.68236842175980e+004	(-2.86821512996493e+001dB,-9.31310751284854e+001°)
6.91802163523319e+004	(-2.83591562945481e+001dB,-9.28114080021168e+001°)
7.16198514133269e+004	(-2.80344292296781e+001dB,-9.25013657937081e+001°)
7.41455200189487e+004	(-2.77079130005966e+001dB,-9.22010418855001e+001°)
7.67602561355962e+004	(-2.73795445578978e+001dB,-9.19105744436098e+001°)
7.94672007222627e+004	(-2.70492547869603e+001dB,-9.16301514707760e+001°)
8.22696055036207e+004	(-2.67169683999551e+001dB,-9.13600166446368e+001°)
8.51708368761661e+004	(-2.63826038626220e+001dB,-9.11004757163377e+001°)
8.81743799521105e+004	(-2.60460733985099e+001dB,-9.08519035271336e+001°)
9.12838427458823e+004	(-2.57072830430645e+001dB,-9.06147518263446e+001°)
9.45029605082641e+004	(-2.53661327815057e+001dB,-9.03895578923860e+001°)
9.78356002133728e+004	(-2.50225167911393e+001dB,-9.01769538421612e+001°)
1.01285765203873e+005	(-2.46763237966146e+001dB,-8.99776770098993e+001°)
1.04857600000003e+005	(-2.43274375739963e+001dB,-8.97925809244942e+001°)
1.08555395278193e+005	(-2.39757376122392e+001dB,-8.96226474949809e+001°)
1.12383593025249e+005	(-2.36210999812125e+001dB,-8.94689999342495e+001°)
1.16346791874305e+005	(-2.32633984134324e+001dB,-8.93329169379234e+001°)
1.20449752628941e+005	(-2.29025056804355e+001dB,-8.92158474956380e+001°)
1.24697403982113e+005	(-2.25382952626157e+001dB,-8.91194270535560e+001°)
1.29094848436760e+005	(-2.21706434044752e+001dB,-8.90454944257204e+001°)
1.33647368435196e+005	(-2.17994315989103e+001dB,-8.89961096790454e+001°)
1.38360432704664e+005	(-2.14245495778307e+001dB,-8.89735728381071e+001°)
1.43239702826654e+005	(-2.10458988988387e+001dB,-8.89804431148417e+001°)
1.48291040037898e+005	(-2.06633972150013e+001dB,-8.90195585803973e+001°)
1.53520512271193e+005	(-2.02769833522722e+001dB,-8.90940556508064e+001°)
1.58934401444526e+005	(-1.98866233011043e+001dB,-8.92073881020432e+001°)
1.64539211007242e+005	(-1.94923172770565e+001dB,-8.93633445638959e+001°)
1.70341673752332e+005	(-1.90941079943507e+001dB,-8.95660636361268e+001°)
1.76348759904221e+005	(-1.86920902926137e+001dB,-8.98200452463621e+001°)
1.82567685491765e+005	(-1.82864223033150e+001dB,-9.01301562008347e+001°)
1.89005921016529e+005	(-1.78773382635698e+001dB,-9.05016278631936e+001°)
1.95671200426746e+005	(-1.74651631099640e+001dB,-9.09400426935433e+001°)
2.02571530407746e+005	(-1.70503288851316e+001dB,-9.14513059705681e+001°)
2.09715200000007e+005	(-1.66333929068112e+001dB,-9.20415980716508e+001°)
2.17110790556386e+005	(-1.62150574786772e+001dB,-9.27173017527454e+001°)
2.24767186050498e+005	(-1.57961906990780e+001dB,-9.34848980500043e+001°)
2.32693583748610e+005	(-1.53778475968909e+001dB,-9.43508238522825e+001°)
2.40899505257882e+005	(-1.49612904037001e+001dB,-9.53212839745582e+001°)
2.49394807964226e+005	(-1.45480062336672e+001dB,-9.64020112328217e+001°)
2.58189696873520e+005	(-1.41397198385500e+001dB,-9.75979699988477e+001°)
2.67294736870393e+005	(-1.37383984366217e+001dB,-9.89130024181915e+001°)
2.76720865409328e+005	(-1.33462450678820e+001dB,-1.00349422585346e+002°)
2.86479405653308e+005	(-1.29656765338378e+001dB,-1.01907572693550e+002°)
2.96582080075796e+005	(-1.25992821588449e+001dB,-1.03585366374654e+002°)
3.07041024542386e+005	(-1.22497604346308e+001dB,-1.05377857094637e+002°)
3.17868802889052e+005	(-1.19198324006765e+001dB,-1.07276881636623e+002°)
3.29078422014484e+005	(-1.16121334890908e+001dB,-1.09270836791006e+002°)
3.40683347504665e+005	(-1.13290892226099e+001dB,-1.11344647946589e+002°)
3.52697519808443e+005	(-1.10727841575888e+001dB,-1.13479977200962e+002°)
3.65135370983530e+005	(-1.08448368404461e+001dB,-1.15655694619517e+002°)
3.78011842033058e+005	(-1.06462951864587e+001dB,-1.17848601311491e+002°)
3.91342400853492e+005	(-1.04775658326834e+001dB,-1.20034353118254e+002°)
4.05143060815493e+005	(-1.03383872875502e+001dB,-1.22188498333172e+002°)
4.19430400000014e+005	(-1.02278506467081e+001dB,-1.24287521542144e+002°)
4.34221581112773e+005	(-1.01444648165431e+001dB,-1.26309784498967e+002°)
4.49534372100997e+005	(-1.00862569354516e+001dB,-1.28236274520844e+002°)
4.65387167497220e+005	(-1.00508947638542e+001dB,-1.30051105183068e+002°)
4.81799010515764e+005	(-1.00358165571765e+001dB,-1.31741753895268e+002°)
4.98789615928454e+005	(-1.00383554324766e+001dB,-1.33299056810748e+002°)
5.16379393747041e+005	(-1.00558484498108e+001dB,-1.34717006809102e+002°)
5.34589473740787e+005	(-1.00857246292395e+001dB,-1.35992412371108e+002°)
5.53441730818658e+005	(-1.01255698210527e+001dB,-1.37124476027508e+002°)
5.72958811306618e+005	(-1.01731693560640e+001dB,-1.38114343181214e+002°)
5.93164160151592e+005	(-1.02265312401437e+001dB,-1.38964660418142e+002°)
6.14082049084772e+005	(-1.02838936443271e+001dB,-1.39679169563621e+002°)
6.35737605778104e+005	(-1.03437205744367e+001dB,-1.40262352477279e+002°)
6.58156844028969e+005	(-1.04046893546367e+001dB,-1.40719132457220e+002°)
6.81366695009332e+005	(-1.04656729227285e+001dB,-1.41054631895913e+002°)
7.05395039616887e+005	(-1.05257193447835e+001dB,-1.41273981837909e+002°)
7.30270741967062e+005	(-1.05840302887218e+001dB,-1.41382177025354e+002°)
7.56023684066116e+005	(-1.06399396730242e+001dB,-1.41383969218752e+002°)
7.82684801706986e+005	(-1.06928932602521e+001dB,-1.41283791792095e+002°)
8.10286121630986e+005	(-1.07424296267920e+001dB,-1.41085709188412e+002°)
8.38860800000028e+005	(-1.07881627075747e+001dB,-1.40793385599052e+002°)
8.68443162225546e+005	(-1.08297659333666e+001dB,-1.40410068357788e+002°)
8.99068744201995e+005	(-1.08669578698621e+001dB,-1.39938582224645e+002°)
9.30774334994442e+005	(-1.08994891990578e+001dB,-1.39381331798603e+002°)
9.63598021031530e+005	(-1.09271308383765e+001dB,-1.38740309905608e+002°)
9.97579231856909e+005	(-1.09496629866495e+001dB,-1.38017110541073e+002°)
1.00000000000000e+006	(-1.09510419209401e+001dB,-1.37963493918779e+002°)
