time	V(n001)
1.290212181923201e-003	1.365323e+000
1.302069324780345e-003	1.335527e+000
1.313926467637490e-003	1.298136e+000
1.325783610494634e-003	1.253149e+000
1.335283610494635e-003	1.211905e+000
1.344783610494637e-003	1.166787e+000
1.354283610494638e-003	1.117795e+000
1.363783610494639e-003	1.064928e+000
1.373283610494640e-003	1.008188e+000
1.382783610494642e-003	9.475737e-001
1.392283610494643e-003	8.830853e-001
1.392783610494643e-003	8.796277e-001
1.398212181923215e-003	8.414188e-001
1.403640753351787e-003	8.023477e-001
1.409069324780360e-003	7.624143e-001
1.414497896208932e-003	7.216187e-001
1.419926467637504e-003	6.799609e-001
1.425355039066076e-003	6.374408e-001
1.430783610494648e-003	5.940585e-001
1.432997896208934e-003	5.762020e-001
1.435212181923220e-003	5.582427e-001
1.437426467637506e-003	5.401806e-001
1.439640753351792e-003	5.220157e-001
1.441855039066078e-003	5.037480e-001
1.444069324780364e-003	4.853776e-001
1.446283610494650e-003	4.669043e-001
1.450283610494651e-003	4.333226e-001
1.450783610494651e-003	4.291052e-001
1.451283610494651e-003	4.248839e-001
1.451603645398354e-003	4.221800e-001
1.451805949932034e-003	4.204698e-001
1.451962401276182e-003	4.191466e-001
1.452106898575172e-003	4.179241e-001
1.452266286272237e-003	4.165753e-001
1.452413783128785e-003	4.153267e-001
1.452584434693278e-003	4.138817e-001
1.452780950664861e-003	4.122170e-001
1.453050497974471e-003	4.099327e-001
1.453316799163945e-003	4.076748e-001
1.453560055348373e-003	4.056114e-001
1.453753048540698e-003	4.039737e-001
1.453867282190923e-003	4.030040e-001
1.453928083020459e-003	4.024878e-001
1.453956039003759e-003	4.022504e-001
1.453964776066778e-003	4.021763e-001
1.453970409648403e-003	4.021284e-001
1.453972366302887e-003	4.021118e-001
1.453975124564646e-003	4.020884e-001
1.453977944767664e-003	4.020644e-001
1.453980802128236e-003	4.020402e-001
1.453989899093208e-003	4.019629e-001
1.453996865287262e-003	4.019038e-001
1.454016143301616e-003	4.017401e-001
1.454029364111247e-003	4.016278e-001
1.454042584920877e-003	4.015155e-001
1.454055805730508e-003	4.014032e-001
1.454069026540139e-003	4.012910e-001
1.454082247349770e-003	4.011787e-001
1.454095468159401e-003	4.010664e-001
1.454108688969032e-003	4.009541e-001
1.454158135366311e-003	4.005341e-001
1.454207581763591e-003	4.001141e-001
1.454257028160870e-003	3.996940e-001
1.454306474558150e-003	3.992739e-001
1.454355920955429e-003	3.988537e-001
1.454405367352709e-003	3.984335e-001
1.454454813749988e-003	3.980133e-001
1.454754868702870e-003	3.954621e-001
1.455054923655751e-003	3.929095e-001
1.455354978608633e-003	3.903557e-001
1.455655033561514e-003	3.878005e-001
1.455955088514396e-003	3.852440e-001
1.456255143467277e-003	3.826862e-001
1.456555198420158e-003	3.801271e-001
1.457055198420158e-003	3.758596e-001
1.457555198420159e-003	3.715884e-001
1.459055198420159e-003	3.587529e-001
1.461698055563016e-003	3.360455e-001
1.464340912705874e-003	3.132611e-001
1.466983769848731e-003	2.903999e-001
1.469626626991589e-003	2.674618e-001
1.472269484134446e-003	2.444468e-001
1.474912341277304e-003	2.213549e-001
1.477555198420161e-003	1.981861e-001
1.478340912705876e-003	1.912915e-001
1.479126626991590e-003	1.843927e-001
1.479912341277304e-003	1.774897e-001
1.480698055563019e-003	1.705824e-001
1.481483769848733e-003	1.636709e-001
1.482269484134447e-003	1.567551e-001
1.483055198420162e-003	1.498351e-001
1.484055198420162e-003	1.410231e-001
1.485055198420162e-003	1.322055e-001
1.485555198420162e-003	1.277948e-001
1.486055198420162e-003	1.233827e-001
1.486555198420162e-003	1.189695e-001
1.487055198420162e-003	1.145551e-001
1.487555198420163e-003	1.101395e-001
1.488055198420163e-003	1.057229e-001
1.488555198420163e-003	1.013052e-001
1.489055198420163e-003	9.688654e-002
1.489555198420163e-003	9.246691e-002
1.490055198420163e-003	8.804636e-002
1.490555198420163e-003	8.362494e-002
1.491055198420163e-003	7.920270e-002
1.491555198420163e-003	7.477967e-002
1.492055198420163e-003	7.035591e-002
1.492555198420163e-003	6.593145e-002
1.493055198420163e-003	6.150635e-002
1.493555198420163e-003	5.708063e-002
1.494055198420163e-003	5.265435e-002
1.494555198420163e-003	4.822756e-002
1.495555198420164e-003	3.937258e-002
1.496555198420164e-003	3.051604e-002
1.497555198420164e-003	2.165830e-002
1.499055198420164e-003	8.370203e-003
1.500555198420164e-003	-4.918642e-003
1.502055198420164e-003	-1.820705e-002
1.503055198420165e-003	-2.706516e-002
1.504055198420165e-003	-3.592221e-002
1.505055198420165e-003	-4.477783e-002
1.506055198420165e-003	-5.363169e-002
1.506555198420165e-003	-5.805785e-002
1.507055198420165e-003	-6.248344e-002
1.507555198420165e-003	-6.690840e-002
1.508055198420165e-003	-7.133271e-002
1.508555198420165e-003	-7.575631e-002
