time	V(n002)-5.4261mV
3.131929999991734e-003	2.086198e-001
3.137929999991698e-003	2.156777e-001
3.143929999991663e-003	2.224290e-001
3.149929999991627e-003	2.288643e-001
3.155929999991591e-003	2.349744e-001
3.161929999991556e-003	2.407505e-001
3.167929999991520e-003	2.461845e-001
3.173929999991484e-003	2.512687e-001
3.179929999991449e-003	2.559958e-001
3.185929999991413e-003	2.603591e-001
3.191929999991378e-003	2.643524e-001
3.197929999991342e-003	2.679701e-001
3.203929999991306e-003	2.712070e-001
3.209929999991271e-003	2.740584e-001
3.215929999991235e-003	2.765204e-001
3.221929999991199e-003	2.785895e-001
3.227929999991164e-003	2.802626e-001
3.233929999991128e-003	2.815375e-001
3.239929999991092e-003	2.824123e-001
3.245929999991057e-003	2.828858e-001
3.251929999991021e-003	2.829573e-001
3.257929999990986e-003	2.826267e-001
3.263929999990950e-003	2.818944e-001
3.269929999990914e-003	2.807616e-001
3.275929999990879e-003	2.792298e-001
3.281929999990843e-003	2.773012e-001
3.287929999990807e-003	2.749785e-001
3.293929999990772e-003	2.722651e-001
3.299929999990736e-003	2.691647e-001
3.305929999990701e-003	2.656819e-001
3.311929999990665e-003	2.618215e-001
3.317929999990629e-003	2.575890e-001
3.323929999990594e-003	2.529905e-001
3.329929999990558e-003	2.480325e-001
3.335929999990522e-003	2.427220e-001
3.341929999990487e-003	2.370666e-001
3.347929999990451e-003	2.310743e-001
3.353929999990415e-003	2.247536e-001
3.359929999990380e-003	2.181135e-001
3.365929999990344e-003	2.111635e-001
3.371929999990309e-003	2.039134e-001
3.377929999990273e-003	1.963735e-001
3.383929999990237e-003	1.885546e-001
3.389929999990202e-003	1.804677e-001
3.395929999990166e-003	1.721244e-001
3.401929999990130e-003	1.635365e-001
3.407929999990095e-003	1.547161e-001
3.413929999990059e-003	1.456760e-001
3.419929999990024e-003	1.364288e-001
3.425929999989988e-003	1.269877e-001
3.431929999989952e-003	1.173661e-001
3.432784285704233e-003	1.159822e-001
3.433638571418513e-003	1.145951e-001
3.434492857132794e-003	1.132047e-001
3.435347142847075e-003	1.118110e-001
3.436201428561356e-003	1.104142e-001
3.437055714275636e-003	1.090140e-001
3.437909999989917e-003	1.076107e-001
3.437929999989917e-003	1.075778e-001
3.443929999989881e-003	9.763659e-002
3.449929999989845e-003	8.755664e-002
3.455929999989810e-003	7.735226e-002
3.461929999989774e-003	6.703796e-002
3.467929999989738e-003	5.662838e-002
3.473929999989703e-003	4.613834e-002
3.479929999989667e-003	3.558273e-002
3.485929999989632e-003	2.497656e-002
3.491929999989596e-003	1.433488e-002
3.497929999989560e-003	3.672834e-003
3.498684285703841e-003	2.331706e-003
3.499438571418123e-003	9.906003e-004
3.500192857132404e-003	-3.504834e-004
3.500947142846685e-003	-1.691545e-003
3.501701428560967e-003	-3.032584e-003
3.502455714275248e-003	-4.373601e-003
3.503209999989529e-003	-5.714596e-003
3.503929999989525e-003	-6.994445e-003
3.509929999989489e-003	-1.765177e-002
3.515929999989453e-003	-2.828401e-002
3.521929999989418e-003	-3.887607e-002
3.527929999989382e-003	-4.941289e-002
3.533929999989346e-003	-5.987950e-002
3.539929999989311e-003	-7.026099e-002
3.545929999989275e-003	-8.054267e-002
3.551929999989240e-003	-9.070989e-002
3.552784285703520e-003	-9.214745e-002
3.553638571417801e-003	-9.358227e-002
3.554492857132081e-003	-9.501432e-002
3.555347142846362e-003	-9.644362e-002
3.556201428560643e-003	-9.787016e-002
3.557055714274923e-003	-9.929394e-002
3.557909999989204e-003	-1.007150e-001
3.557929999989204e-003	-1.007482e-001
3.563929999989168e-003	-1.106433e-001
3.564784285703449e-003	-1.120399e-001
3.565638571417729e-003	-1.134330e-001
3.566492857132010e-003	-1.148229e-001
3.567347142846291e-003	-1.162094e-001
3.568201428560572e-003	-1.175926e-001
3.569055714274852e-003	-1.189725e-001
3.569909999989133e-003	-1.203491e-001
3.569929999989133e-003	-1.203813e-001
3.570784285703413e-003	-1.217543e-001
3.571638571417694e-003	-1.231236e-001
3.572492857131974e-003	-1.244894e-001
3.573347142846255e-003	-1.258516e-001
3.574201428560536e-003	-1.272102e-001
3.575055714274817e-003	-1.285652e-001
3.575909999989097e-003	-1.299165e-001
3.575929999989097e-003	-1.299481e-001
3.581929999989061e-003	-1.393303e-001
3.587929999989026e-003	-1.485145e-001
3.593929999988990e-003	-1.574876e-001
3.599929999988955e-003	-1.662370e-001
3.605929999988919e-003	-1.747501e-001
3.611929999988883e-003	-1.830149e-001
3.617929999988848e-003	-1.910196e-001
3.623929999988812e-003	-1.987529e-001
3.629929999988776e-003	-2.062037e-001
3.635929999988741e-003	-2.133616e-001
3.641929999988705e-003	-2.202162e-001
3.647929999988669e-003	-2.267579e-001
3.653929999988634e-003	-2.329773e-001
3.659929999988598e-003	-2.388657e-001
3.665929999988563e-003	-2.444146e-001
3.671929999988527e-003	-2.496162e-001
3.677929999988491e-003	-2.544631e-001
3.683929999988456e-003	-2.589484e-001
3.689929999988420e-003	-2.630657e-001
3.695929999988384e-003	-2.668092e-001
3.701929999988349e-003	-2.701735e-001
3.707929999988313e-003	-2.731539e-001
3.713929999988277e-003	-2.757462e-001
3.719929999988242e-003	-2.779466e-001
3.725929999988206e-003	-2.797520e-001
3.731929999988171e-003	-2.811598e-001
3.737929999988135e-003	-2.821682e-001
3.743929999988099e-003	-2.827755e-001
3.749929999988064e-003	-2.829810e-001
3.755929999988028e-003	-2.827844e-001
3.761929999987992e-003	-2.821860e-001
3.767929999987957e-003	-2.811865e-001
3.773929999987921e-003	-2.797874e-001
3.779929999987886e-003	-2.779908e-001
3.785929999987850e-003	-2.757991e-001
3.791929999987814e-003	-2.732155e-001
3.797929999987779e-003	-2.702437e-001
3.803929999987743e-003	-2.668878e-001
3.809929999987707e-003	-2.631527e-001
3.815929999987672e-003	-2.590435e-001
3.821929999987636e-003	-2.545663e-001
3.827929999987600e-003	-2.497274e-001
3.833929999987565e-003	-2.445335e-001
3.839929999987529e-003	-2.389922e-001
3.845929999987494e-003	-2.331113e-001
3.851929999987458e-003	-2.268990e-001
3.857929999987422e-003	-2.203644e-001
3.863929999987387e-003	-2.135166e-001
3.869929999987351e-003	-2.063654e-001
3.875929999987315e-003	-1.989209e-001
3.881929999987280e-003	-1.911938e-001
3.887929999987244e-003	-1.831949e-001
3.893929999987209e-003	-1.749357e-001
3.899929999987173e-003	-1.664280e-001
3.905929999987137e-003	-1.576837e-001
3.911929999987102e-003	-1.487154e-001
3.917929999987066e-003	-1.395357e-001
3.923929999987030e-003	-1.301578e-001
3.924784285701311e-003	-1.288071e-001
3.925638571415592e-003	-1.274528e-001
3.926492857129873e-003	-1.260949e-001
3.927347142844153e-003	-1.247333e-001
3.928201428558434e-003	-1.233682e-001
3.929055714272714e-003	-1.219994e-001
3.929909999986995e-003	-1.206270e-001
3.929929999986995e-003	-1.205949e-001
3.930784285701276e-003	-1.192189e-001
3.931638571415556e-003	-1.178397e-001
3.932492857129837e-003	-1.164571e-001
3.933347142844117e-003	-1.150711e-001
3.934201428558398e-003	-1.136819e-001
3.935055714272678e-003	-1.122892e-001
3.935909999986959e-003	-1.108933e-001
3.935929999986959e-003	-1.108606e-001
3.941929999986923e-003	-1.009688e-001
3.942784285701204e-003	-9.954824e-002
3.943638571415485e-003	-9.812497e-002
3.944492857129766e-003	-9.669893e-002
3.945347142844046e-003	-9.527013e-002
3.946201428558327e-003	-9.383856e-002
3.947055714272607e-003	-9.240422e-002
3.947909999986888e-003	-9.096712e-002
3.947929999986888e-003	-9.093346e-002
3.953929999986852e-003	-8.076893e-002
3.959929999986817e-003	-7.048964e-002
3.965929999986781e-003	-6.011018e-002
3.971929999986745e-003	-4.964528e-002
3.977929999986710e-003	-3.910985e-002
3.983929999986674e-003	-2.851884e-002
3.989929999986638e-003	-1.788731e-002
3.995929999986603e-003	-7.230362e-003
3.996481428558028e-003	-6.250163e-003
3.997032857129454e-003	-5.269919e-003
3.997584285700879e-003	-4.289629e-003
3.998135714272304e-003	-3.309293e-003
3.998687142843729e-003	-2.328912e-003
3.999238571415154e-003	-1.348485e-003
3.999789999986580e-003	-3.680121e-004
4.001929999986567e-003	3.436855e-003
4.007929999986531e-003	1.409919e-002
4.013929999986496e-003	2.474149e-002
4.019929999986460e-003	3.534863e-002
4.025929999986425e-003	4.590553e-002
4.031929999986389e-003	5.639720e-002
4.037929999986353e-003	6.680873e-002
4.043929999986318e-003	7.712530e-002
4.049929999986282e-003	8.733229e-002
4.055929999986246e-003	9.741517e-002
4.061929999986211e-003	1.073596e-001
4.062784285700492e-003	1.087635e-001
4.063638571414772e-003	1.101642e-001
4.064492857129053e-003	1.115617e-001
4.065347142843333e-003	1.129559e-001
4.066201428557614e-003	1.143468e-001
4.067055714271894e-003	1.157346e-001
4.067909999986175e-003	1.171191e-001
4.067929999986175e-003	1.171515e-001
4.073929999986140e-003	1.267769e-001
4.079929999986104e-003	1.362221e-001
4.085929999986068e-003	1.454738e-001
4.091929999986033e-003	1.545187e-001
4.097929999985997e-003	1.633440e-001
4.103929999985961e-003	1.719373e-001
4.109929999985926e-003	1.802862e-001
4.115929999985890e-003	1.883789e-001
4.121929999985854e-003	1.962039e-001
4.127929999985819e-003	2.037500e-001
4.133929999985783e-003	2.110067e-001
4.139929999985748e-003	2.179635e-001
4.145929999985712e-003	2.246105e-001
4.151929999985676e-003	2.309384e-001
4.157929999985641e-003	2.369380e-001
4.163929999985605e-003	2.426010e-001
4.169929999985569e-003	2.479193e-001
4.175929999985534e-003	2.528852e-001
4.181929999985498e-003	2.574917e-001
4.187929999985462e-003	2.617324e-001
4.193929999985427e-003	2.656011e-001
4.199929999985391e-003	2.690924e-001
4.205929999985356e-003	2.722012e-001
4.211929999985320e-003	2.749233e-001
4.217929999985284e-003	2.772547e-001
4.223929999985249e-003	2.791921e-001
4.229929999985213e-003	2.807327e-001
4.235929999985177e-003	2.818744e-001
4.241929999985142e-003	2.826156e-001
4.247929999985106e-003	2.829551e-001
4.253929999985071e-003	2.828925e-001
4.259929999985035e-003	2.824279e-001
4.265929999984999e-003	2.815620e-001
4.271929999984964e-003	2.802960e-001
4.277929999984928e-003	2.786317e-001
4.283929999984892e-003	2.765714e-001
4.289929999984857e-003	2.741180e-001
4.295929999984821e-003	2.712752e-001
4.301929999984785e-003	2.680468e-001
4.307929999984750e-003	2.644375e-001
4.313929999984714e-003	2.604525e-001
4.319929999984679e-003	2.560973e-001
4.325929999984643e-003	2.513782e-001
4.331929999984607e-003	2.463019e-001
4.337929999984572e-003	2.408756e-001
4.343929999984536e-003	2.351069e-001
4.349929999984500e-003	2.290042e-001
4.355929999984465e-003	2.225761e-001
4.361929999984429e-003	2.158316e-001
4.367929999984394e-003	2.087804e-001
4.373929999984358e-003	2.014326e-001
4.379929999984322e-003	1.937985e-001
4.385929999984287e-003	1.858890e-001
4.391929999984251e-003	1.777153e-001
4.397929999984215e-003	1.692891e-001
4.403929999984180e-003	1.606224e-001
4.409929999984144e-003	1.517273e-001
4.415929999984108e-003	1.426167e-001
4.421929999984073e-003	1.333034e-001
4.427929999984037e-003	1.238006e-001
4.433929999984002e-003	1.141220e-001
4.434784285698283e-003	1.127303e-001
4.435638571412563e-003	1.113355e-001
4.436492857126844e-003	1.099375e-001
4.437347142841124e-003	1.085364e-001
4.438201428555405e-003	1.071322e-001
4.439055714269685e-003	1.057248e-001
4.439909999983966e-003	1.043142e-001
4.439929999983966e-003	1.042811e-001
4.445929999983930e-003	9.429211e-002
4.451929999983895e-003	8.416908e-002
4.457929999983859e-003	7.392643e-002
4.463929999983823e-003	6.357874e-002
4.469929999983788e-003	5.314070e-002
4.475929999983752e-003	4.262713e-002
4.481929999983716e-003	3.205299e-002
4.487929999983681e-003	2.143332e-002
4.493929999983645e-003	1.078316e-002
4.499929999983610e-003	1.176936e-004
4.500409999983607e-003	-7.357752e-004
4.500889999983604e-003	-1.589217e-003
4.501369999983601e-003	-2.442630e-003
4.501849999983598e-003	-3.296017e-003
4.502329999983595e-003	-4.149376e-003
4.502809999983592e-003	-5.002708e-003
4.503289999983590e-003	-5.856012e-003
4.505929999983574e-003	-1.054795e-002
4.511929999983538e-003	-2.119860e-002
4.517929999983503e-003	-3.181914e-002
4.523929999983467e-003	-4.239445e-002
4.529929999983431e-003	-5.290952e-002
4.535929999983396e-003	-6.334940e-002
4.541929999983360e-003	-7.369926e-002
4.547929999983325e-003	-8.394438e-002
4.553929999983289e-003	-9.407023e-002
4.554784285697570e-003	-9.550152e-002
4.555638571411850e-003	-9.692996e-002
4.556492857126131e-003	-9.835554e-002
4.557347142840411e-003	-9.977827e-002
4.558201428554692e-003	-1.011981e-001
4.559055714268972e-003	-1.026152e-001
4.559909999983253e-003	-1.040293e-001
4.559929999983253e-003	-1.040624e-001
4.565929999983218e-003	-1.139067e-001
4.566784285697499e-003	-1.152956e-001
4.567638571411779e-003	-1.166811e-001
4.568492857126060e-003	-1.180631e-001
4.569347142840340e-003	-1.194417e-001
4.570201428554621e-003	-1.208170e-001
4.571055714268901e-003	-1.221887e-001
4.571909999983182e-003	-1.235571e-001
4.571929999983182e-003	-1.235891e-001
4.577929999983146e-003	-1.330959e-001
4.583929999983111e-003	-1.424136e-001
4.589929999983075e-003	-1.515289e-001
4.595929999983039e-003	-1.604288e-001
4.601929999983004e-003	-1.691008e-001
4.607929999982968e-003	-1.775324e-001
4.613929999982933e-003	-1.857118e-001
4.619929999982897e-003	-1.936273e-001
4.625929999982861e-003	-2.012677e-001
4.631929999982826e-003	-2.086220e-001
4.637929999982790e-003	-2.156798e-001
4.643929999982754e-003	-2.224312e-001
4.649929999982719e-003	-2.288665e-001
4.655929999982683e-003	-2.349765e-001
4.661929999982648e-003	-2.407527e-001
4.667929999982612e-003	-2.461867e-001
4.673929999982576e-003	-2.512708e-001
4.679929999982541e-003	-2.559979e-001
4.685929999982505e-003	-2.603612e-001
4.691929999982469e-003	-2.643546e-001
4.697929999982434e-003	-2.679722e-001
4.703929999982398e-003	-2.712091e-001
4.709929999982362e-003	-2.740605e-001
4.715929999982327e-003	-2.765226e-001
4.721929999982291e-003	-2.785916e-001
4.727929999982256e-003	-2.802648e-001
4.733929999982220e-003	-2.815396e-001
4.739929999982184e-003	-2.824144e-001
4.745929999982149e-003	-2.828879e-001
4.751929999982113e-003	-2.829594e-001
4.757929999982077e-003	-2.826288e-001
4.763929999982042e-003	-2.818965e-001
4.769929999982006e-003	-2.807637e-001
4.775929999981970e-003	-2.792318e-001
4.781929999981935e-003	-2.773032e-001
4.787929999981899e-003	-2.749805e-001
4.793929999981864e-003	-2.722671e-001
4.799929999981828e-003	-2.691667e-001
4.805929999981792e-003	-2.656839e-001
4.811929999981757e-003	-2.618234e-001
4.817929999981721e-003	-2.575910e-001
4.823929999981685e-003	-2.529924e-001
4.829929999981650e-003	-2.480344e-001
4.835929999981614e-003	-2.427239e-001
4.841929999981579e-003	-2.370684e-001
4.847929999981543e-003	-2.310761e-001
4.853929999981507e-003	-2.247554e-001
4.859929999981472e-003	-2.181153e-001
4.865929999981436e-003	-2.111653e-001
4.871929999981400e-003	-2.039152e-001
4.877929999981365e-003	-1.963753e-001
4.883929999981329e-003	-1.885563e-001
4.889929999981293e-003	-1.804694e-001
4.895929999981258e-003	-1.721261e-001
4.901929999981222e-003	-1.635381e-001
4.907929999981187e-003	-1.547178e-001
4.913929999981151e-003	-1.456776e-001
4.919929999981115e-003	-1.364303e-001
4.925929999981080e-003	-1.269893e-001
4.926784285695361e-003	-1.256299e-001
4.927638571409641e-003	-1.242671e-001
4.928492857123922e-003	-1.229007e-001
4.929347142838202e-003	-1.215308e-001
4.930201428552483e-003	-1.201574e-001
4.931055714266763e-003	-1.187805e-001
4.931909999981044e-003	-1.174000e-001
4.931929999981044e-003	-1.173677e-001
4.937929999981008e-003	-1.075793e-001
4.943929999980973e-003	-9.763811e-002
4.944784285695254e-003	-9.621096e-002
4.945638571409534e-003	-9.478113e-002
4.946492857123815e-003	-9.334864e-002
4.947347142838095e-003	-9.191347e-002
4.948201428552376e-003	-9.047564e-002
4.949055714266656e-003	-8.903513e-002
4.949909999980937e-003	-8.759195e-002
4.949929999980937e-003	-8.755814e-002
4.955929999980901e-003	-7.735374e-002
4.961929999980866e-003	-6.703943e-002
4.967929999980830e-003	-5.662985e-002
4.973929999980795e-003	-4.613980e-002
4.979929999980759e-003	-3.558417e-002
4.985929999980723e-003	-2.497798e-002
4.991929999980688e-003	-1.433629e-002
4.992681428552112e-003	-1.300173e-002
4.993432857123536e-003	-1.166695e-002
4.994184285694960e-003	-1.033196e-002
4.994935714266384e-003	-8.996744e-003
4.995687142837808e-003	-7.661316e-003
4.996438571409232e-003	-6.325671e-003
4.997189999980656e-003	-4.989809e-003
4.997929999980652e-003	-3.674228e-003
5.003929999980616e-003	6.993033e-003
5.009929999980581e-003	1.765037e-002
5.015929999980545e-003	2.828263e-002
5.021929999980510e-003	3.887470e-002
5.027929999980474e-003	4.941151e-002
5.033929999980438e-003	5.987813e-002
5.039929999980403e-003	7.025964e-002
5.045929999980367e-003	8.054131e-002
5.051929999980331e-003	9.070853e-002
5.057929999980296e-003	1.007468e-001
5.058784285694577e-003	1.021649e-001
5.059638571408857e-003	1.035799e-001
5.060492857123138e-003	1.049919e-001
5.061347142837418e-003	1.064008e-001
5.062201428551699e-003	1.078066e-001
5.063055714265979e-003	1.092095e-001
5.063909999980260e-003	1.106092e-001
5.063929999980260e-003	1.106420e-001
5.069929999980224e-003	1.203799e-001
5.075929999980189e-003	1.299467e-001
5.081929999980153e-003	1.393289e-001
5.087929999980118e-003	1.485131e-001
5.093929999980082e-003	1.574863e-001
5.099929999980046e-003	1.662356e-001
5.105929999980011e-003	1.747488e-001
5.111929999979975e-003	1.830136e-001
5.117929999979939e-003	1.910183e-001
5.123929999979904e-003	1.987515e-001
5.129929999979868e-003	2.062024e-001
5.135929999979833e-003	2.133602e-001
5.141929999979797e-003	2.202148e-001
5.147929999979761e-003	2.267565e-001
5.153929999979726e-003	2.329759e-001
5.159929999979690e-003	2.388643e-001
5.165929999979654e-003	2.444132e-001
5.171929999979619e-003	2.496148e-001
5.177929999979583e-003	2.544617e-001
5.183929999979547e-003	2.589470e-001
5.189929999979512e-003	2.630643e-001
5.195929999979476e-003	2.668078e-001
5.201929999979441e-003	2.701721e-001
5.207929999979405e-003	2.731526e-001
5.213929999979369e-003	2.757448e-001
5.219929999979334e-003	2.779452e-001
5.225929999979298e-003	2.797506e-001
5.231929999979262e-003	2.811585e-001
5.237929999979227e-003	2.821668e-001
5.243929999979191e-003	2.827742e-001
5.249929999979155e-003	2.829797e-001
5.255929999979120e-003	2.827831e-001
5.261929999979084e-003	2.821846e-001
5.267929999979049e-003	2.811852e-001
5.273929999979013e-003	2.797861e-001
5.279929999978977e-003	2.779895e-001
5.285929999978942e-003	2.757979e-001
5.291929999978906e-003	2.732143e-001
5.297929999978870e-003	2.702425e-001
5.303929999978835e-003	2.668866e-001
5.309929999978799e-003	2.631514e-001
5.315929999978764e-003	2.590424e-001
5.321929999978728e-003	2.545652e-001
5.327929999978692e-003	2.497262e-001
5.333929999978657e-003	2.445324e-001
5.339929999978621e-003	2.389911e-001
5.345929999978585e-003	2.331102e-001
5.351929999978550e-003	2.268980e-001
5.357929999978514e-003	2.203634e-001
5.363929999978478e-003	2.135156e-001
5.369929999978443e-003	2.063644e-001
5.375929999978407e-003	1.989199e-001
5.381929999978372e-003	1.911928e-001
5.387929999978336e-003	1.831940e-001
5.393929999978300e-003	1.749348e-001
5.399929999978265e-003	1.664271e-001
5.405929999978229e-003	1.576829e-001
5.411929999978193e-003	1.487146e-001
5.417929999978158e-003	1.395349e-001
5.423929999978122e-003	1.301570e-001
5.429929999978087e-003	1.205941e-001
5.435929999978051e-003	1.108598e-001
5.436784285692332e-003	1.094606e-001
5.437638571406612e-003	1.080583e-001
5.438492857120893e-003	1.066530e-001
5.439347142835173e-003	1.052447e-001
5.440201428549454e-003	1.038332e-001
5.441055714263734e-003	1.024188e-001
5.441909999978015e-003	1.010012e-001
5.441929999978015e-003	1.009680e-001
5.447929999977980e-003	9.093274e-002
5.453929999977944e-003	8.076821e-002
5.459929999977908e-003	7.048892e-002
5.465929999977873e-003	6.010948e-002
5.471929999977837e-003	4.964461e-002
5.477929999977801e-003	3.910918e-002
5.483929999977766e-003	2.851820e-002
5.489929999977730e-003	1.788667e-002
5.495929999977695e-003	7.229739e-003
5.501929999977659e-003	-3.437470e-003
5.502369999977656e-003	-4.219742e-003
5.502809999977654e-003	-5.001966e-003
5.503249999977651e-003	-5.784142e-003
5.503689999977648e-003	-6.566270e-003
5.504129999977646e-003	-7.348351e-003
5.504569999977643e-003	-8.130384e-003
5.505009999977641e-003	-8.912368e-003
5.507929999977623e-003	-1.409980e-002
5.513929999977588e-003	-2.474209e-002
5.519929999977552e-003	-3.534923e-002
5.525929999977516e-003	-4.590612e-002
5.531929999977481e-003	-5.639779e-002
5.537929999977445e-003	-6.680931e-002
5.543929999977409e-003	-7.712590e-002
5.549929999977374e-003	-8.733287e-002
5.550784285691655e-003	-8.877649e-002
5.551638571405935e-003	-9.021745e-002
5.552492857120216e-003	-9.165575e-002
5.553347142834496e-003	-9.309139e-002
5.554201428548777e-003	-9.452437e-002
5.555055714263057e-003	-9.595468e-002
5.555909999977338e-003	-9.738234e-002
5.555929999977338e-003	-9.741573e-002
5.561929999977303e-003	-1.073602e-001
5.567929999977267e-003	-1.171520e-001
5.568784285691548e-003	-1.185331e-001
5.569638571405828e-003	-1.199106e-001
5.570492857120109e-003	-1.212847e-001
5.571347142834389e-003	-1.226552e-001
5.572201428548670e-003	-1.240222e-001
5.573055714262950e-003	-1.253857e-001
5.573909999977231e-003	-1.267457e-001
5.573929999977231e-003	-1.267774e-001
5.579929999977196e-003	-1.362227e-001
5.585929999977160e-003	-1.454744e-001
5.591929999977124e-003	-1.545193e-001
5.597929999977089e-003	-1.633446e-001
5.603929999977053e-003	-1.719379e-001
5.609929999977018e-003	-1.802867e-001
5.615929999976982e-003	-1.883794e-001
5.621929999976946e-003	-1.962044e-001
5.627929999976911e-003	-2.037506e-001
5.633929999976875e-003	-2.110073e-001
5.639929999976839e-003	-2.179640e-001
5.645929999976804e-003	-2.246111e-001
5.651929999976768e-003	-2.309390e-001
5.657929999976732e-003	-2.369386e-001
5.663929999976697e-003	-2.426016e-001
5.669929999976661e-003	-2.479198e-001
5.675929999976626e-003	-2.528858e-001
5.681929999976590e-003	-2.574923e-001
5.687929999976554e-003	-2.617330e-001
5.693929999976519e-003	-2.656017e-001
5.699929999976483e-003	-2.690930e-001
5.705929999976447e-003	-2.722018e-001
5.711929999976412e-003	-2.749239e-001
5.717929999976376e-003	-2.772553e-001
5.723929999976340e-003	-2.791927e-001
5.729929999976305e-003	-2.807333e-001
5.735929999976269e-003	-2.818750e-001
5.741929999976234e-003	-2.826161e-001
5.747929999976198e-003	-2.829557e-001
5.753929999976162e-003	-2.828931e-001
5.759929999976127e-003	-2.824285e-001
5.765929999976091e-003	-2.815626e-001
5.771929999976055e-003	-2.802965e-001
5.777929999976020e-003	-2.786322e-001
5.783929999975984e-003	-2.765718e-001
5.789929999975949e-003	-2.741185e-001
5.795929999975913e-003	-2.712756e-001
5.801929999975877e-003	-2.680472e-001
5.807929999975842e-003	-2.644380e-001
5.813929999975806e-003	-2.604529e-001
5.819929999975770e-003	-2.560977e-001
5.825929999975735e-003	-2.513786e-001
5.831929999975699e-003	-2.463022e-001
5.837929999975663e-003	-2.408759e-001
5.843929999975628e-003	-2.351072e-001
5.849929999975592e-003	-2.290045e-001
5.855929999975557e-003	-2.225763e-001
5.861929999975521e-003	-2.158318e-001
5.867929999975485e-003	-2.087807e-001
5.873929999975450e-003	-2.014328e-001
5.879929999975414e-003	-1.937987e-001
5.885929999975378e-003	-1.858891e-001
5.891929999975343e-003	-1.777155e-001
5.897929999975307e-003	-1.692893e-001
5.903929999975272e-003	-1.606225e-001
5.909929999975236e-003	-1.517274e-001
5.915929999975200e-003	-1.426168e-001
5.921929999975165e-003	-1.333034e-001
5.927929999975129e-003	-1.238007e-001
5.928784285689410e-003	-1.224329e-001
5.929638571403690e-003	-1.210618e-001
5.930492857117971e-003	-1.196872e-001
5.931347142832251e-003	-1.183091e-001
5.932201428546532e-003	-1.169277e-001
5.933055714260812e-003	-1.155428e-001
5.933909999975093e-003	-1.141545e-001
5.933929999975093e-003	-1.141220e-001
5.939929999975058e-003	-1.042811e-001
5.940784285689339e-003	-1.028675e-001
5.941638571403619e-003	-1.014510e-001
5.942492857117900e-003	-1.000316e-001
5.943347142832180e-003	-9.860941e-002
5.944201428546461e-003	-9.718434e-002
5.945055714260741e-003	-9.575639e-002
5.945909999975022e-003	-9.432559e-002
5.945929999975022e-003	-9.429207e-002
5.951929999974986e-003	-8.416902e-002
5.957929999974951e-003	-7.392636e-002
5.963929999974915e-003	-6.357866e-002
5.969929999974880e-003	-5.314060e-002
5.975929999974844e-003	-4.262702e-002
5.981929999974808e-003	-3.205287e-002
5.987929999974773e-003	-2.143317e-002
5.993929999974737e-003	-1.078301e-002
5.994458571403305e-003	-9.843803e-003
5.994987142831873e-003	-8.904512e-003
5.995515714260442e-003	-7.965139e-003
5.996044285689011e-003	-7.025683e-003
5.996572857117579e-003	-6.086144e-003
5.997101428546147e-003	-5.146522e-003
5.997629999974715e-003	-4.206818e-003
5.999929999974701e-003	-1.175329e-004
6.005929999974666e-003	1.054812e-002
6.011929999974630e-003	2.119877e-002
6.017929999974594e-003	3.181931e-002
6.023929999974559e-003	4.239463e-002
6.029929999974523e-003	5.290970e-002
6.035929999974488e-003	6.334958e-002
6.041929999974452e-003	7.369946e-002
6.047929999974416e-003	8.394459e-002
6.053929999974381e-003	9.407044e-002
6.059929999974345e-003	1.040626e-001
6.060784285688626e-003	1.054737e-001
6.061638571402906e-003	1.068817e-001
6.062492857117187e-003	1.082865e-001
6.063347142831467e-003	1.096882e-001
6.064201428545748e-003	1.110867e-001
6.065055714260029e-003	1.124821e-001
6.065909999974310e-003	1.138743e-001
6.065929999974309e-003	1.139069e-001
6.071929999974274e-003	1.235893e-001
6.077929999974238e-003	1.330961e-001
6.083929999974203e-003	1.424138e-001
6.089929999974167e-003	1.515291e-001
6.095929999974131e-003	1.604290e-001
6.101929999974096e-003	1.691010e-001
6.107929999974060e-003	1.775327e-001
6.113929999974024e-003	1.857120e-001
6.119929999973989e-003	1.936275e-001
6.125929999973953e-003	2.012678e-001
6.131929999973917e-003	2.086222e-001
6.137929999973882e-003	2.156800e-001
6.143929999973846e-003	2.224314e-001
6.149929999973811e-003	2.288667e-001
6.155929999973775e-003	2.349767e-001
6.161929999973739e-003	2.407528e-001
6.167929999973704e-003	2.461869e-001
6.173929999973668e-003	2.512710e-001
6.179929999973632e-003	2.559981e-001
6.185929999973597e-003	2.603614e-001
6.191929999973561e-003	2.643547e-001
6.197929999973526e-003	2.679724e-001
6.203929999973490e-003	2.712093e-001
6.209929999973454e-003	2.740607e-001
6.215929999973419e-003	2.765227e-001
6.221929999973383e-003	2.785918e-001
6.227929999973347e-003	2.802650e-001
6.233929999973312e-003	2.815398e-001
6.239929999973276e-003	2.824147e-001
6.245929999973240e-003	2.828882e-001
6.251929999973205e-003	2.829596e-001
6.257929999973169e-003	2.826290e-001
6.263929999973134e-003	2.818968e-001
6.269929999973098e-003	2.807639e-001
6.275929999973062e-003	2.792321e-001
6.281929999973027e-003	2.773035e-001
6.287929999972991e-003	2.749808e-001
6.293929999972955e-003	2.722674e-001
6.299929999972920e-003	2.691670e-001
6.305929999972884e-003	2.656842e-001
6.311929999972848e-003	2.618238e-001
6.317929999972813e-003	2.575913e-001
6.323929999972777e-003	2.529928e-001
