Freq.	V(ampli:n003)	V(ampli:n010)
2.09715200000007e+005	(9.58247573163046e+000dB,-1.14972264105098e+001°)	(1.47394489438759e+001dB,1.61230641621227e+002°)
2.17110790556386e+005	(9.56658902241453e+000dB,-1.24984903470298e+001°)	(1.47184728503401e+001dB,1.60928785599571e+002°)
2.24767186050498e+005	(9.55051194224759e+000dB,-1.35119564433166e+001°)	(1.46964952780054e+001dB,1.60607086428771e+002°)
2.32693583748610e+005	(9.53419294808971e+000dB,-1.45384922721062e+001°)	(1.46734349554799e+001dB,1.60265406843355e+002°)
2.40899505257882e+005	(9.51758192974970e+000dB,-1.55789619197465e+001°)	(1.46492081701220e+001dB,1.59903607542204e+002°)
2.49394807964226e+005	(9.50063025620914e+000dB,-1.66342252494757e+001°)	(1.46237286452890e+001dB,1.59521547903832e+002°)
2.58189696873520e+005	(9.48329082821394e+000dB,-1.77051373844711e+001°)	(1.45969074137050e+001dB,1.59119086785562e+002°)
2.67294736870393e+005	(9.46551816065838e+000dB,-1.87925479582743e+001°)	(1.45686527080131e+001dB,1.58696083184742e+002°)
2.76720865409328e+005	(9.44726848675254e+000dB,-1.98973008310195e+001°)	(1.45388698382200e+001dB,1.58252397018742e+002°)
2.86479405653308e+005	(9.42849983878753e+000dB,-2.10202334053238e+001°)	(1.45074610713272e+001dB,1.57787889724112e+002°)
2.96582080075796e+005	(9.40917218251949e+000dB,-2.21621764545613e+001°)	(1.44743255034401e+001dB,1.57302424956463e+002°)
3.07041024542386e+005	(9.38924754008704e+000dB,-2.33239537727949e+001°)	(1.44393589375003e+001dB,1.56795869088892e+002°)
3.17868802889052e+005	(9.36869008015490e+000dB,-2.45063819135772e+001°)	(1.44024537136649e+001dB,1.56268091806321e+002°)
3.29078422014484e+005	(9.34746629104587e+000dB,-2.57102702546486e+001°)	(1.43634985709313e+001dB,1.55718966540316e+002°)
3.40683347504665e+005	(9.32554503034698e+000dB,-2.69364207910706e+001°)	(1.43223784354703e+001dB,1.55148370890424e+002°)
3.52697519808443e+005	(9.30289765952528e+000dB,-2.81856284081035e+001°)	(1.42789742150206e+001dB,1.54556187061289e+002°)
3.65135370983530e+005	(9.27949810081297e+000dB,-2.94586808623280e+001°)	(1.42331625506780e+001dB,1.53942302155405e+002°)
3.78011842033058e+005	(9.25532284961801e+000dB,-3.07563590023176e+001°)	(1.41848155004827e+001dB,1.53306608642113e+002°)
3.91342400853492e+005	(9.23035100904794e+000dB,-3.20794370580609e+001°)	(1.41338002188256e+001dB,1.52649004740438e+002°)
4.05143060815493e+005	(9.20456419282228e+000dB,-3.34286826547414e+001°)	(1.40799785358994e+001dB,1.51969394953996e+002°)
4.19430400000014e+005	(9.17794643868243e+000dB,-3.48048570594240e+001°)	(1.40232064939127e+001dB,1.51267690826398e+002°)
4.34221581112773e+005	(9.15048400166455e+000dB,-3.62087150237434e+001°)	(1.39633338174454e+001dB,1.50543811791552e+002°)
4.49534372100997e+005	(9.12216510273332e+000dB,-3.76410045308968e+001°)	(1.39002032930610e+001dB,1.49797686511231e+002°)
4.65387167497220e+005	(9.09297957507629e+000dB,-3.91024662162427e+001°)	(1.38336500805117e+001dB,1.49029254557730e+002°)
4.81799010515764e+005	(9.06291841907531e+000dB,-4.05938323006221e+001°)	(1.37635009395805e+001dB,1.48238468672235e+002°)
4.98789615928454e+005	(9.03197328785793e+000dB,-4.21158251225163e+001°)	(1.36895733803787e+001dB,1.47425297698478e+002°)
5.16379393747041e+005	(9.00013585020060e+000dB,-4.36691548794938e+001°)	(1.36116747317003e+001dB,1.46589730402305e+002°)
5.34589473740787e+005	(8.96739705287499e+000dB,-4.52545166115336e+001°)	(1.35296011417349e+001dB,1.45731780224634e+002°)
5.53441730818658e+005	(8.93374633989726e+000dB,-4.68725863375176e+001°)	(1.34431365236161e+001dB,1.44851491202622e+002°)
5.72958811306618e+005	(8.89917074311014e+000dB,-4.85240160070449e+001°)	(1.33520514485745e+001dB,1.43948945298160e+002°)
5.93164160151592e+005	(8.86365393122080e+000dB,-5.02094273930016e+001°)	(1.32561020336666e+001dB,1.43024271064276e+002°)
6.14082049084772e+005	(8.82717523161285e+000dB,-5.19294045999309e+001°)	(1.31550288151801e+001dB,1.42077654117913e+002°)
6.35737605778104e+005	(8.78970859168031e+000dB,-5.36844852112372e+001°)	(1.30485556699027e+001dB,1.41109349328878e+002°)
6.58156844028969e+005	(8.75122157708631e+000dB,-5.54751499121211e+001°)	(1.29363888050979e+001dB,1.40119694960312e+002°)
6.81366695009332e+005	(8.71167440568034e+000dB,-5.73018107531011e+001°)	(1.28182158569453e+001dB,1.39109128904473e+002°)
7.05395039616887e+005	(8.67101905804490e+000dB,-5.91647976867287e+001°)	(1.26937051607504e+001dB,1.38078207003448e+002°)
7.30270741967062e+005	(8.62919852387603e+000dB,-6.10643439104484e+001°)	(1.25625052323597e+001dB,1.37027623508206e+002°)
7.56023684066116e+005	(8.58614619889872e+000dB,-6.30005697383554e+001°)	(1.24242445147387e+001dB,1.35958233754283e+002°)
7.82684801706986e+005	(8.54178551089407e+000dB,-6.49734652655591e+001°)	(1.22785314653733e+001dB,1.34871078932345e+002°)
8.10286121630986e+005	(8.49602982467457e+000dB,-6.69828724364012e+001°)	(1.21249550261693e+001dB,1.33767412733595e+002°)
8.38860800000028e+005	(8.44878263502065e+000dB,-6.90284661869144e+001°)	(1.19630855544292e+001dB,1.32648729934006e+002°)
8.68443162225546e+005	(8.39993812820433e+000dB,-7.11097357104129e+001°)	(1.17924762571708e+001dB,1.31516796477698e+002°)
8.99068744201995e+005	(8.34938214457476e+000dB,-7.32259660173575e+001°)	(1.16126652050868e+001dB,1.30373680745353e+002°)
9.30774334994442e+005	(8.29699354199804e+000dB,-7.53762202792619e+001°)	(1.14231779618868e+001dB,1.29221785843328e+002°)
9.63598021031530e+005	(8.24264602973592e+000dB,-7.75593239226357e+001°)	(1.12235308757008e+001dB,1.28063882263959e+002°)
9.97579231856909e+005	(8.18621039611849e+000dB,-7.97738506876090e+001°)	(1.10132350837330e+001dB,1.26903140655937e+002°)
1.03275878749408e+006	(8.12755720930534e+000dB,-8.20181118770689e+001°)	(1.07918012215614e+001dB,1.25743164114710e+002°)
1.06917894748157e+006	(8.06655987605580e+000dB,-8.42901489362111e+001°)	(1.05587449021045e+001dB,1.24588019631183e+002°)
1.10688346163732e+006	(8.00309803986922e+000dB,-8.65877305741391e+001°)	(1.03135929074791e+001dB,1.23442268302925e+002°)
1.14591762261324e+006	(7.93706123867886e+000dB,-8.89083546146588e+001°)	(1.00558901700253e+001dB,1.22310993770935e+002°)
1.18632832030319e+006	(7.86835271962171e+000dB,-9.12492552568532e+001°)	(9.78520747082690e+000dB,1.21199828946097e+002°)
1.22816409816955e+006	(7.79689329144996e+000dB,-9.36074161257335e+001°)	(9.50114991903094e+000dB,1.20114980532563e+002°)
1.27147521155621e+006	(7.72262509944810e+000dB,-9.59795891785315e+001°)	(9.20336619849327e+000dB,1.19063251577093e+002°)
1.31631368805794e+006	(7.64551515397257e+000dB,-9.83623194149569e+001°)	(8.89155866030797e+000dB,1.18052062065055e+002°)
1.36273339001867e+006	(7.56555851287381e+000dB,-1.00751975240709e+002°)	(8.56549434405590e+000dB,1.17089467639874e+002°)
1.41079007923378e+006	(7.48278094608932e+000dB,-1.03144783775737e+002°)	(8.22501710224746e+000dB,1.16184176772815e+002°)
1.46054148393413e+006	(7.39724098697696e+000dB,-1.05536870491488e+002°)	(7.87006106141114e+000dB,1.15345566330418e+002°)
1.51204736813224e+006	(7.30903125864880e+000dB,-1.07924302136130e+002°)	(7.50066576147745e+000dB,1.14583695369283e+002°)
1.56536960341397e+006	(7.21827901491451e+000dB,-1.10303131949923e+002°)	(7.11699343037317e+000dB,1.13909316149352e+002°)
1.62057224326198e+006	(7.12514585879897e+000dB,-1.12669445662585e+002°)	(6.71934897086779e+000dB,1.13333880934542e+002°)
1.67772160000006e+006	(7.02982662818554e+000dB,-1.15019407371809e+002°)	(6.30820334284698e+000dB,1.12869541054586e+002°)
1.73688632445110e+006	(6.93254751480183e+000dB,-1.17349303617799e+002°)	(5.88422113822399e+000dB,1.12529133301681e+002°)
1.79813748840399e+006	(6.83356346099592e+000dB,-1.19655584770396e+002°)	(5.44829315830731e+000dB,1.12326145664785e+002°)
1.86154866998889e+006	(6.73315496966909e+000dB,-1.21934902595287e+002°)	(5.00157472887616e+000dB,1.12274650839689e+002°)
1.92719604206306e+006	(6.63162442509549e+000dB,-1.24184142988879e+002°)	(4.54553028205181e+000dB,1.12389191708800e+002°)
1.99515846371382e+006	(6.52929209907706e+000dB,-1.26400453542818e+002°)	(4.08198409185910e+000dB,1.12684597418298e+002°)
2.06551757498817e+006	(6.42649198881981e+000dB,-1.28581265271699e+002°)	(3.61317620893280e+000dB,1.13175703207491e+002°)
2.13835789496315e+006	(6.32356761793665e+000dB,-1.30724308542868e+002°)	(3.14182099461212e+000dB,1.13876942395550e+002°)
2.21376692327464e+006	(6.22086798591569e+000dB,-1.32827623150234e+002°)	(2.67116346306016e+000dB,1.14801775777276e+002°)
2.29183524522648e+006	(6.11874375613923e+000dB,-1.34889563004624e+002°)	(2.20502551544415e+000dB,1.15961926925575e+002°)
2.37265664060637e+006	(6.01754382196190e+000dB,-1.36908795766217e+002°)	(1.74783045347389e+000dB,1.17366403628149e+002°)
2.45632819633910e+006	(5.91761232415556e+000dB,-1.38884298089380e+002°)	(1.30459035685572e+000dB,1.19020312413655e+002°)
2.54295042311242e+006	(5.81928619205780e+000dB,-1.40815347131576e+002°)	(8.80838087514520e-001dB,1.20923517862672e+002°)
2.63262737611588e+006	(5.72289324253325e+000dB,-1.42701509186607e+002°)	(4.82485886597405e-001dB,1.23069262731654e+002°)
2.72546678003734e+006	(5.62875086569940e+000dB,-1.44542626130488e+002°)	(1.15597910619524e-001dB,1.25442939677231e+002°)
2.82158015846756e+006	(5.53716528403934e+000dB,-1.46338800470921e+002°)	(-2.13923207459632e-001dB,1.28021271292951e+002°)
2.92108296786826e+006	(5.44843138044847e+000dB,-1.48090379771444e+002°)	(-5.00715972327873e-001dB,1.30772179931762e+002°)
3.02409473626448e+006	(5.36283305849532e+000dB,-1.49797941124394e+002°)	(-7.40362543079255e-001dB,1.33655576870952e+002°)
3.13073920682795e+006	(5.28064409168320e+000dB,-1.51462276321964e+002°)	(-9.29751737751923e-001dB,1.36625155303993e+002°)
3.24114448652396e+006	(5.20212942300516e+000dB,-1.53084378313839e+002°)	(-1.06733457147698e+000dB,1.39631053109036e+002°)
3.35544320000012e+006	(5.12754686347121e+000dB,-1.54665429413712e+002°)	(-1.15321887250630e+000dB,1.42623026427854e+002°)
3.47377264890220e+006	(5.05714913148547e+000dB,-1.56206791865358e+002°)	(-1.18908225907509e+000dB,1.45553629339541e+002°)
3.59627497680799e+006	(4.99118619867416e+000dB,-1.57710001035080e+002°)	(-1.17792312093114e+000dB,1.48380893205067e+002°)
3.72309733997778e+006	(4.92990787847806e+000dB,-1.59176761809029e+002°)	(-1.12370237221334e+000dB,1.51070140273665e+002°)
3.85439208412613e+006	(4.87356663350707e+000dB,-1.60608948476284e+002°)	(-1.03094391867946e+000dB,1.53594791238074e+002°)
3.99031692742765e+006	(4.82242054427654e+000dB,-1.62008608653652e+002°)	(-9.04356700729981e-001dB,1.55936245203832e+002°)
4.13103514997634e+006	(4.77673641589119e+000dB,-1.63377971672421e+002°)	(-7.48522312838220e-001dB,1.58083059397326e+002°)
4.27671578992631e+006	(4.73679297627805e+000dB,-1.64719462018884e+002°)	(-5.67668753044229e-001dB,1.60029709551268e+002°)
4.42753384654928e+006	(4.70288413807561e+000dB,-1.66035718469118e+002°)	(-3.65530858360494e-001dB,1.61775189829472e+002°)
4.58367049045296e+006	(4.67532227022881e+000dB,-1.67329619824087e+002°)	(-1.45285064504331e-001dB,1.63321645029294e+002°)
4.74531328121276e+006	(4.65444142631395e+000dB,-1.68604318172822e+002°)	(9.04595081791743e-002dB,1.64673153089578e+002°)
4.91265639267820e+006	(4.64060045358213e+000dB,-1.69863281004005e+002°)	(3.39631902018060e-001dB,1.65834710818296e+002°)
5.08590084622486e+006	(4.63418586513204e+000dB,-1.71110343700277e+002°)	(6.00647670998954e-001dB,1.66811429695908e+002°)
5.26525475223177e+006	(4.63561432391856e+000dB,-1.72349774291529e+002°)	(8.72346421037491e-001dB,1.67607921532184e+002°)
5.45093356007468e+006	(4.64533449779271e+000dB,-1.73586352780889e+002°)	(1.15392645623354e+000dB,1.68227840029484e+002°)
5.64316031693512e+006	(4.66382796215695e+000dB,-1.74825467874864e+002°)	(1.44488126155792e+000dB,1.68673541495641e+002°)
5.84216593573652e+006	(4.69160866176620e+000dB,-1.76073234301777e+002°)	(1.74494008919282e+000dB,1.68945829092332e+002°)
6.04818947252896e+006	(4.72922026000962e+000dB,-1.77336634630158e+002°)	(2.05401318295824e+000dB,1.69043749760581e+002°)
6.26147841365592e+006	(4.77723040815174e+000dB,-1.78623689887432e+002°)	(2.37214085766568e+000dB,1.68964417499245e+002°)
6.48228897304792e+006	(4.83622057750911e+000dB,-1.79943663498440e+002°)	(2.69944471523482e+000dB,1.68702841893819e+002°)
6.71088640000026e+006	(4.90676957013023e+000dB,1.78692696616273e+002°)	(3.03607844122362e+000dB,1.68251744974312e+002°)
6.94754529780440e+006	(4.98942806872751e+000dB,1.77272874211758e+002°)	(3.38217478581557e+000dB,1.67601354072709e+002°)
7.19254995361600e+006	(5.08468062946113e+000dB,1.75782257247406e+002°)	(3.73778437714282e+000dB,1.66739163252782e+002°)
7.44619467995557e+006	(5.19289021609363e+000dB,1.74203769692996e+002°)	(4.10280079631518e+000dB,1.65649662670380e+002°)
7.70878416825227e+006	(5.31421876050243e+000dB,1.72517473963558e+002°)	(4.47686484336755e+000dB,1.64314045267384e+002°)
7.98063385485531e+006	(5.44851533518196e+000dB,1.70700170584348e+002°)	(4.85923916931834e+000dB,1.62709916871114e+002°)
8.26207029995270e+006	(5.59516154299479e+000dB,1.68725047583810e+002°)	(5.24864262030542e+000dB,1.60811062020596e+002°)
8.55343157985264e+006	(5.75286234535313e+000dB,1.66561473635867e+002°)	(5.64303241248372e+000dB,1.58587360326797e+002°)
8.85506769309858e+006	(5.91937105354156e+000dB,1.64175092741876e+002°)	(6.03932292694388e+000dB,1.56005011471793e+002°)
9.16734098090594e+006	(6.09114231076728e+000dB,1.61528468472065e+002°)	(6.43303516155577e+000dB,1.53027317467632e+002°)
9.49062656242553e+006	(6.26292106653253e+000dB,1.58582639087476e+002°)	(6.81788520981475e+000dB,1.49616383091446e+002°)
9.82531278535642e+006	(6.42730540649362e+000dB,1.55300053986429e+002°)	(7.18535009702012e+000dB,1.45736203897658e+002°)
1.01718016924497e+007	(6.57437338851182e+000dB,1.51649393694856e+002°)	(7.52430167529329e+000dB,1.41357641515412e+002°)
1.05305095044636e+007	(6.69153916440191e+000dB,1.47612583162306e+002°)	(7.82087442194740e+000dB,1.36465591964316e+002°)
1.09018671201494e+007	(6.76388143630436e+000dB,1.43193682729605e+002°)	(8.05881066433163e+000dB,1.31068025506121e+002°)
1.12863206338703e+007	(6.77520927584243e+000dB,1.38428140632375e+002°)	(8.22054856876197e+000dB,1.25205374229650e+002°)
1.16843318714731e+007	(6.71000176391790e+000dB,1.33389347674613e+002°)	(8.28918934131105e+000dB,1.18957198740983e+002°)
1.20963789450579e+007	(6.55601210185128e+000dB,1.28188494649181e+002°)	(8.25113386901207e+000dB,1.12442124239535e+002°)
1.25229568273119e+007	(6.30685618975229e+000dB,1.22964821335167e+002°)	(8.09870785380413e+000dB,1.05808124445566e+002°)
1.29645779460959e+007	(5.96362684951937e+000dB,1.17867041956002e+002°)	(7.83181510639767e+000dB,9.92139290029826e+001°)
1.34217728000005e+007	(5.53482171496471e+000dB,1.13031278227758e+002°)	(7.45790498213321e+000dB,9.28068789008202e+001°)
1.38950905956088e+007	(5.03460294979076e+000dB,1.08562868262146e+002°)	(6.99026966914785e+000dB,8.67045956092590e+001°)
1.43850999072320e+007	(4.48012560491174e+000dB,1.04527225133205e+002°)	(6.44540550098304e+000dB,8.09856403995305e+001°)
1.48923893599112e+007	(3.88889501637754e+000dB,1.00950336947443e+002°)	(5.84039616397535e+000dB,7.56897639953434e+001°)
1.54175683365046e+007	(3.27681930945048e+000dB,9.78258813553082e+001°)	(5.19098176330961e+000dB,7.08247333229165e+001°)
1.59612677097106e+007	(2.65715132348607e+000dB,9.51249340102882e+001°)	(4.51050669516508e+000dB,6.63757327477617e+001°)
1.65241405999054e+007	(2.04017510327827e+000dB,9.28052380977032e+001°)	(3.80960103091849e+000dB,6.23143271424943e+001°)
1.71068631597053e+007	(1.43336970721728e+000dB,9.08185460181221e+001°)	(3.09632872678195e+000dB,5.86055179278844e+001°)
1.77101353861972e+007	(8.41807656762513e-001dB,8.91157281896806e+001°)	(2.37656146750247e+000dB,5.52126045453719e+001°)
1.83346819618119e+007	(2.68623007384049e-001dB,8.76499550703106e+001°)	(1.65441530403139e+000dB,5.21001705878158e+001°)
1.89812531248511e+007	(-2.84541954886698e-001dB,8.63784460082833e+001°)	(9.32661669032423e-001dB,4.92356957940861e+001°)
1.96506255707129e+007	(-8.17151057963817e-001dB,8.52632488696617e+001°)	(2.13075754080312e-001dB,4.65902596436736e+001°)
2.03436033848995e+007	(-1.32945989063840e+000dB,8.42714101476484e+001°)	(-5.03285584808982e-001dB,4.41386929487524e+001°)
2.10610190089272e+007	(-1.82226874531813e+000dB,8.33747874277624e+001°)	(-1.21587038673696e+000dB,4.18594219285560e+001°)
2.18037342402988e+007	(-2.29673336494513e+000dB,8.25496698210301e+001°)	(-1.92447168075483e+000dB,3.97341605573947e+001°)
2.25726412677406e+007	(-2.75422292550396e+000dB,8.17763106253011e+001°)	(-2.62910967320348e+000dB,3.77475444330924e+001°)
2.33686637429462e+007	(-3.19621551463991e+000dB,8.10384354646700e+001°)	(-3.32994595311638e+000dB,3.58867586534489e+001°)
2.41927578901159e+007	(-3.62422283867559e+000dB,8.03227628700727e+001°)	(-4.02722153297984e+000dB,3.41411868155843e+001°)
2.50459136546237e+007	(-4.03973741442035e+000dB,7.96185575906182e+001°)	(-4.72121239572864e+000dB,3.25020933215282e+001°)
2.59291558921918e+007	(-4.44419686342674e+000dB,7.89172266793323e+001°)	(-5.41219776742239e+000dB,3.09623425546909e+001°)
2.68435456000011e+007	(-4.83896106316315e+000dB,7.82119619970899e+001°)	(-6.10043758701442e+000dB,2.95161540133184e+001°)
2.77901811912177e+007	(-5.22529883960695e+000dB,7.74974289997182e+001°)	(-6.78615658856451e+000dB,2.81588901938908e+001°)
2.87701998144641e+007	(-5.60438162211067e+000dB,7.67694994217200e+001°)	(-7.46953312540165e+000dB,2.68868731366628e+001°)
2.97847787198224e+007	(-5.97728207236682e+000dB,7.60250242572248e+001°)	(-8.15069139100586e+000dB,2.56972253385795e+001°)
3.08351366730092e+007	(-6.34497617271627e+000dB,7.52616429302985e+001°)	(-8.82969608602717e+000dB,2.45877309416142e+001°)
3.19225354194213e+007	(-6.70834761416173e+000dB,7.44776243174004e+001°)	(-9.50654886188853e+000dB,2.35567134493926e+001°)
3.30482811998109e+007	(-7.06819362967885e+000dB,7.36717354955410e+001°)	(-1.01811860953296e+001dB,2.26029266728538e+001°)
3.42137263194107e+007	(-7.42523163052279e+000dB,7.28431342774169e+001°)	(-1.08534777033076e+001dB,2.17254560282680e+001°)
3.54202707723944e+007	(-7.78010618706662e+000dB,7.19912819757934e+001°)	(-1.15232268373232e+001dB,2.09236277604836e+001°)
3.66693639236239e+007	(-8.13339602699607e+000dB,7.11158732085639e+001°)	(-1.21901703952332e+001dB,2.01969241163618e+001°)
3.79625062497022e+007	(-8.48562082868631e+000dB,7.02167799236862e+001°)	(-1.28539803626148e+001dB,1.95449028732954e+001°)
3.93012511414258e+007	(-8.83724766440027e+000dB,6.92940072170101e+001°)	(-1.35142660602925e+001dB,1.89671201149157e+001°)
4.06872067697990e+007	(-9.18869700826924e+000dB,6.83476588159432e+001°)	(-1.41705774234954e+001dB,1.84630555853425e+001°)
4.21220380178544e+007	(-9.54034826943941e+000dB,6.73779104536695e+001°)	(-1.48224094689127e+001dB,1.80320404219185e+001°)
4.36074684805976e+007	(-9.89254483971976e+000dB,6.63849896110506e+001°)	(-1.54692081273089e+001dB,1.76731876266987e+001°)
4.51452825354812e+007	(-1.02455986714167e+001dB,6.53691603600989e+001°)	(-1.61103776171000e+001dB,1.73853261497791e+001°)
4.67373274858924e+007	(-1.05997944176566e+001dB,6.43307122718908e+001°)	(-1.67452895171549e+001dB,1.71669400348928e+001°)
4.83855157802319e+007	(-1.09553931768660e+001dB,6.32699525317279e+001°)	(-1.73732936486544e+001dB,1.70161146187588e+001°)
5.00918273092476e+007	(-1.13126358926721e+001dB,6.21872005874650e+001°)	(-1.79937308101615e+001dB,1.69304922737157e+001°)
5.18583117843836e+007	(-1.16717464631465e+001dB,6.10827847965043e+001°)	(-1.86059473097875e+001dB,1.69072405502484e+001°)
5.36870912000023e+007	(-1.20329346160890e+001dB,5.99570406843667e+001°)	(-1.92093111212357e+001dB,1.69430358139153e+001°)
5.55803623824355e+007	(-1.23963986043774e+001dB,5.88103105116040e+001°)	(-1.98032293517582e+001dB,1.70340654288620e+001°)
5.75403996289283e+007	(-1.27623277793411e+001dB,5.76429439857932e+001°)	(-2.03871665689748e+001dB,1.71760512539120e+001°)
5.95695574396448e+007	(-1.31309050910144e+001dB,5.64553000012879e+001°)	(-2.09606633970524e+001dB,1.73642966237976e+001°)
6.16702733460185e+007	(-1.35023095645399e+001dB,5.52477493848775e+001°)	(-2.15233546813800e+001dB,1.75937580616557e+001°)
6.38450708388428e+007	(-1.38767188004888e+001dB,5.40206786893446e+001°)	(-2.20749864543287e+001dB,1.78591418084066e+001°)
6.60965623996219e+007	(-1.42543115370975e+001dB,5.27744951065099e+001°)	(-2.26154309218816e+001dB,1.81550239647121e+001°)
6.84274526388214e+007	(-1.46352703154364e+001dB,5.15096326479891e+001°)	(-2.31446987423177e+001dB,1.84759916838091e+001°)
7.08405415447889e+007	(-1.50197842828405e+001dB,5.02265597508274e+001°)	(-2.36629479959739e+001dB,1.88168016984137e+001°)
7.33387278472479e+007	(-1.54080521663720e+001dB,4.89257885174095e+001°)	(-2.41704894150329e+001dB,1.91725515977483e+001°)
7.59250124994046e+007	(-1.58002854506890e+001dB,4.76078858197562e+001°)	(-2.46677876653571e+001dB,1.95388588716459e+001°)
7.86025022828517e+007	(-1.61967117918513e+001dB,4.62734865378251e+001°)	(-2.51554587013837e+001dB,1.99120428896940e+001°)
8.13744135395982e+007	(-1.65975787029615e+001dB,4.49233092341637e+001°)	(-2.56342634272444e+001dB,2.02893056987228e+001°)
8.42440760357089e+007	(-1.70031575474711e+001dB,4.35581746063336e+001°)	(-2.61050980595152e+001dB,2.06689088055618e+001°)
8.72149369611954e+007	(-1.74137478863333e+001dB,4.21790271326091e+001°)	(-2.65689816806130e+001dB,2.10503447637321e+001°)
9.02905650709625e+007	(-1.78296822301603e+001dB,4.07869603902339e+001°)	(-2.70270414657467e+001dB,2.14345043935056e+001°)
9.34746549717849e+007	(-1.82513312572904e+001dB,3.93832466404694e+001°)	(-2.74804959488940e+001dB,2.18238425594597e+001°)
9.67710315604640e+007	(-1.86791095742735e+001dB,3.79693714195927e+001°)	(-2.79306364671590e+001dB,2.22225475351042e+001°)
1.00183654618495e+008	(-1.91134821100914e+001dB,3.65470740765603e+001°)	(-2.83788065562130e+001dB,2.26367209287240e+001°)
1.03716623568767e+008	(-1.95549712524489e+001dB,3.51183954616014e+001°)	(-2.88263785625808e+001dB,2.30745768433505e+001°)
1.07374182400005e+008	(-2.00041648608880e+001dB,3.36857343405261e+001°)	(-2.92747260601016e+001dB,2.35466701630092e+001°)
1.11160724764871e+008	(-2.04617253129125e+001dB,3.22519145959183e+001°)	(-2.97251897491121e+001dB,2.40661644927141e+001°)
1.15080799257857e+008	(-2.09283997681952e+001dB,3.08202659337896e+001°)	(-3.01790333166478e+001dB,2.46491497161379e+001°)
1.19139114879290e+008	(-2.14050318672139e+001dB,2.93947217184887e+001°)	(-3.06373841337244e+001dB,2.53150166789817e+001°)
1.23340546692037e+008	(-2.18925751076609e+001dB,2.79799387622832e+001°)	(-3.11011515484031e+001dB,2.60868905059814e+001°)
1.27690141677686e+008	(-2.23921081679076e+001dB,2.65814455716454e+001°)	(-3.15709127778919e+001dB,2.69921118779528e+001°)
1.32193124799244e+008	(-2.29048524567339e+001dB,2.52058278277114e+001°)	(-3.20467530175982e+001dB,2.80627326259420e+001°)
1.36854905277643e+008	(-2.34321921531729e+001dB,2.38609630697404e+001°)	(-3.25280426293711e+001dB,2.93359509913734e+001°)
1.41681083089578e+008	(-2.39756969274380e+001dB,2.25563209973502e+001°)	(-3.30131311481008e+001dB,3.08543421099736e+001°)
1.46677455694496e+008	(-2.45371473518467e+001dB,2.13033520803860e+001°)	(-3.34989378216717e+001dB,3.26656270974988e+001°)
1.51850024998809e+008	(-2.51185626353370e+001dB,2.01159961166732e+001°)	(-3.39804267306664e+001dB,3.48215576611757e+001°)
1.57205004565704e+008	(-2.57222295612841e+001dB,1.90113551353303e+001°)	(-3.44499808660645e+001dB,3.73752777742621e+001°)
1.62748827079197e+008	(-2.63507300846066e+001dB,1.80105934184858e+001°)	(-3.48967484749174e+001dB,4.03763176350525e+001°)
1.68488152071418e+008	(-2.70069623549933e+001dB,1.71401537017894e+001°)	(-3.53061412798596e+001dB,4.38623518679578e+001°)
1.74429873922391e+008	(-2.76941449232254e+001dB,1.64334159795761e+001°)	(-3.56598141217509e+001dB,4.78473654944375e+001°)
1.80581130141925e+008	(-2.84157845296649e+001dB,1.59329769431667e+001°)	(-3.59365875063178e+001dB,5.23073829749444e+001°)
1.86949309943570e+008	(-2.91755704021366e+001dB,1.56937951528118e+001°)	(-3.61147291419156e+001dB,5.71675655441589e+001°)
1.93542063120928e+008	(-2.99771253481185e+001dB,1.57875213312972e+001°)	(-3.61755786768375e+001dB,6.22971858217854e+001°)
2.00367309236991e+008	(-3.08234833297578e+001dB,1.63083762782304e+001°)	(-3.61076668475438e+001dB,6.75189837211296e+001°)
2.07433247137535e+008	(-3.17160530981721e+001dB,1.73808253894994e+001°)	(-3.59097315667493e+001dB,7.26341669359254e+001°)
2.14748364800010e+008	(-3.26526382037316e+001dB,1.91686732928402e+001°)	(-3.55911673700355e+001dB,7.74556306565952e+001°)
2.22321449529743e+008	(-3.36238025773022e+001dB,2.18831611713011e+001°)	(-3.51696727753092e+001dB,8.18366159685464e+001°)
2.30161598515714e+008	(-3.46066227883085e+001dB,2.57822347314335e+001°)	(-3.46672807582481e+001dB,8.56850576100320e+001°)
2.38278229758580e+008	(-3.55553097917650e+001dB,3.11415288101685e+001°)	(-3.41064530872902e+001dB,8.89623694033887e+001°)
2.46681093384075e+008	(-3.63912591957944e+001dB,3.81616008507387e+001°)	(-3.35073594853841e+001dB,9.16721737121655e+001°)
2.55380283355372e+008	(-3.70034146945177e+001dB,4.67830687844078e+001°)	(-3.28865782636726e+001dB,9.38459225495584e+001°)
2.64386249598488e+008	(-3.72779245776292e+001dB,5.64813352254403e+001°)	(-3.22568846316014e+001dB,9.55301267885128e+001°)
2.73709810555287e+008	(-3.71575792882837e+001dB,6.62856700938592e+001°)	(-3.16276502909595e+001dB,9.67770481353632e+001°)
2.83362166179157e+008	(-3.66812886319689e+001dB,7.51723517407316e+001°)	(-3.10054776100472e+001dB,9.76388304441363e+001°)
2.93354911388992e+008	(-3.59568010957600e+001dB,8.25096793416620e+001°)	(-3.03948466299006e+001dB,9.81642798189754e+001°)
