Freq.	V(ampli:n003)	V(ampli:n010)
1.26069187926521e+002	(3.07880983759698e+001dB,1.78149429879094e+002°)	(3.27130889242257e+001dB,1.78740120616773e+002°)
1.30515008237494e+002	(3.07875136918798e+001dB,1.78008026894319e+002°)	(3.27125105470002e+001dB,1.78619547693682e+002°)
1.35117610063146e+002	(3.07868729338666e+001dB,1.77864251296286e+002°)	(3.27118765488254e+001dB,1.78497336687326e+002°)
1.39882522291652e+002	(3.07861730480590e+001dB,1.77717932813351e+002°)	(3.27111839082988e+001dB,1.78373343224016e+002°)
1.44815468787007e+002	(3.07854106977939e+001dB,1.77568898360946e+002°)	(3.27104293260406e+001dB,1.78247421030243e+002°)
1.49922375264834e+002	(3.07845822582617e+001dB,1.77416971868694e+002°)	(3.27096092098450e+001dB,1.78119421790542e+002°)
1.55209376410667e+002	(3.07836837894618e+001dB,1.77261974090832e+002°)	(3.27087196573388e+001dB,1.77989194993205e+002°)
1.60682823249257e+002	(3.07827110092810e+001dB,1.77103722435902e+002°)	(3.27077564387174e+001dB,1.77856587792182e+002°)
1.66349290773760e+002	(3.07816593035301e+001dB,1.76942030771699e+002°)	(3.27067149763597e+001dB,1.77721444850686e+002°)
1.72215585843964e+002	(3.07805236731975e+001dB,1.76776709264233e+002°)	(3.27055903252107e+001dB,1.77583608212623e+002°)
1.78288755363049e+002	(3.07792987239770e+001dB,1.76607564172602e+002°)	(3.27043771485335e+001dB,1.77442917140718e+002°)
1.84576094742701e+002	(3.07779786573788e+001dB,1.76434397689264e+002°)	(3.27030696949922e+001dB,1.77299207991663e+002°)
1.91085156666741e+002	(3.07765572124573e+001dB,1.76257007741647e+002°)	(3.27016617712765e+001dB,1.77152314062298e+002°)
1.97823760163812e+002	(3.07750276666165e+001dB,1.76075187824345e+002°)	(3.27001467151412e+001dB,1.77002065461677e+002°)
2.04800000000003e+002	(3.07733827860553e+001dB,1.75888726815615e+002°)	(3.26985173647870e+001dB,1.76848288972227e+002°)
2.12022256402718e+002	(3.07716148074295e+001dB,1.75697408801277e+002°)	(3.26967660268116e+001dB,1.76690807918830e+002°)
2.19499205127437e+002	(3.07697153796985e+001dB,1.75501012902100e+002°)	(3.26948844420739e+001dB,1.76529442042687e+002°)
2.27239827879498e+002	(3.07676755688686e+001dB,1.75299313088883e+002°)	(3.26928637480675e+001dB,1.76364007367628e+002°)
2.35253423103397e+002	(3.07654857725463e+001dB,1.75092078041393e+002°)	(3.26906944413395e+001dB,1.76194316103614e+002°)
2.43549617152561e+002	(3.07631357046206e+001dB,1.74879070958837e+002°)	(3.26883663343854e+001dB,1.76020176514670e+002°)
2.52138375853043e+002	(3.07606143461564e+001dB,1.74660049408851e+002°)	(3.26858685114043e+001dB,1.75841392819981e+002°)
2.61030016474989e+002	(3.07579098886406e+001dB,1.74434765187998e+002°)	(3.26831892818645e+001dB,1.75657765107550e+002°)
2.70235220126293e+002	(3.07550097012038e+001dB,1.74202964159282e+002°)	(3.26803161288170e+001dB,1.75469089232829e+002°)
2.79765044583305e+002	(3.07519002510971e+001dB,1.73964386130273e+002°)	(3.26772356566725e+001dB,1.75275156753859e+002°)
2.89630937574015e+002	(3.07485670765273e+001dB,1.73718764711794e+002°)	(3.26739335335694e+001dB,1.75075754854699e+002°)
2.99844750529669e+002	(3.07449946873456e+001dB,1.73465827235828e+002°)	(3.26703944325473e+001dB,1.74870666320369e+002°)
3.10418752821335e+002	(3.07411665504394e+001dB,1.73205294614897e+002°)	(3.26666019663347e+001dB,1.74659669470921e+002°)
3.21365646498515e+002	(3.07370649761844e+001dB,1.72936881287003e+002°)	(3.26625386215383e+001dB,1.74442538168396e+002°)
3.32698581547520e+002	(3.07326710696537e+001dB,1.72660295140040e+002°)	(3.26581856867357e+001dB,1.74219041813292e+002°)
3.44431171687928e+002	(3.07279646500967e+001dB,1.72375237463352e+002°)	(3.26535231781496e+001dB,1.73988945369824e+002°)
3.56577510726099e+002	(3.07229241663351e+001dB,1.72081402922916e+002°)	(3.26485297602221e+001dB,1.73752009416323e+002°)
3.69152189485403e+002	(3.07175266273377e+001dB,1.71778479567938e+002°)	(3.26431826633176e+001dB,1.73507990228969e+002°)
3.82170313333483e+002	(3.07117475017562e+001dB,1.71466148852278e+002°)	(3.26374575958702e+001dB,1.73256639885194e+002°)
3.95647520327624e+002	(3.07055606236268e+001dB,1.71144085706315e+002°)	(3.26313286541075e+001dB,1.72997706417188e+002°)
4.09600000000007e+002	(3.06989381049364e+001dB,1.70811958625138e+002°)	(3.26247682256177e+001dB,1.72730933987394e+002°)
4.24044512805436e+002	(3.06918502229706e+001dB,1.70469429811730e+002°)	(3.26177468907987e+001dB,1.72456063119974e+002°)
4.38998410254874e+002	(3.06842653287938e+001dB,1.70116155340375e+002°)	(3.26102333177547e+001dB,1.72172830958936e+002°)
4.54479655758998e+002	(3.06761497364114e+001dB,1.69751785400283e+002°)	(3.26021941557606e+001dB,1.71880971603777e+002°)
4.70506846206794e+002	(3.06674675833323e+001dB,1.69375964572556e+002°)	(3.25935939233383e+001dB,1.71580216485177e+002°)
4.87099234305124e+002	(3.06581807632158e+001dB,1.68988332161144e+002°)	(3.25843948929965e+001dB,1.71270294798883e+002°)
5.04276751706087e+002	(3.06482487559092e+001dB,1.68588522599987e+002°)	(3.25745569730488e+001dB,1.70950934016652e+002°)
5.22060032949979e+002	(3.06376285318763e+001dB,1.68176165906263e+002°)	(3.25640375854049e+001dB,1.70621860450816e+002°)
5.40470440252588e+002	(3.06262744226750e+001dB,1.67750888248972e+002°)	(3.25527915427587e+001dB,1.70282799929534e+002°)
5.59530089166611e+002	(3.06141379894052e+001dB,1.67312312554828e+002°)	(3.25407709221673e+001dB,1.69933478522452e+002°)
5.79261875148031e+002	(3.06011678941812e+001dB,1.66860059227925e+002°)	(3.25279249386121e+001dB,1.69573623377617e+002°)
5.99689501059339e+002	(3.05873097530962e+001dB,1.66393746949709e+002°)	(3.25141998173960e+001dB,1.69202963645755e+002°)
6.20837505642671e+002	(3.05725060560439e+001dB,1.65912993574175e+002°)	(3.24995386669102e+001dB,1.68821231504381e+002°)
6.42731292997030e+002	(3.05566959789995e+001dB,1.65417417167564e+002°)	(3.24838813556507e+001dB,1.68428163322699e+002°)
6.65397163095041e+002	(3.05398153010259e+001dB,1.64906637122946e+002°)	(3.24671643894341e+001dB,1.68023500912658e+002°)
6.88862343375856e+002	(3.05217962613541e+001dB,1.64380275343666e+002°)	(3.24493207918318e+001dB,1.67606992865707e+002°)
7.13155021452198e+002	(3.05025674463238e+001dB,1.63837957721102e+002°)	(3.24302799981423e+001dB,1.67178396148647e+002°)
7.38304378970806e+002	(3.04820537096856e+001dB,1.63279315528295e+002°)	(3.24099677478190e+001dB,1.66737477669026e+002°)
7.64340626666967e+002	(3.04601760372303e+001dB,1.62703987118242e+002°)	(3.23883059951277e+001dB,1.66284016110303e+002°)
7.91295040655249e+002	(3.04368514797746e+001dB,1.62111619672085e+002°)	(3.23652128281239e+001dB,1.65817803841404e+002°)
8.19200000000016e+002	(3.04119931004354e+001dB,1.61501871066845e+002°)	(3.23406024018318e+001dB,1.65338648955025e+002°)
8.48089025610873e+002	(3.03855098793893e+001dB,1.60874411998382e+002°)	(3.23143848950166e+001dB,1.64846377539111e+002°)
8.77996820509748e+002	(3.03573067343562e+001dB,1.60228928091473e+002°)	(3.22864664802499e+001dB,1.64340835975790e+002°)
9.08959311517996e+002	(3.03272844646857e+001dB,1.59565122286372e+002°)	(3.22567493252826e+001dB,1.63821893488331e+002°)
9.41013692413589e+002	(3.02953398056327e+001dB,1.58882717246612e+002°)	(3.22251316159648e+001dB,1.63289444738918e+002°)
9.74198468610248e+002	(3.02613654620816e+001dB,1.58181457948754e+002°)	(3.21915076138222e+001dB,1.62743412601108e+002°)
1.00855350341218e+003	(3.02252501909265e+001dB,1.57461114372767e+002°)	(3.21557677469341e+001dB,1.62183751036100e+002°)
1.04412006589996e+003	(3.01868789304062e+001dB,1.56721484267145e+002°)	(3.21177987388174e+001dB,1.61610448057958e+002°)
1.08094088050518e+003	(3.01461329659768e+001dB,1.55962396002140e+002°)	(3.20774837790977e+001dB,1.61023528784446e+002°)
1.11906017833322e+003	(3.01028901132408e+001dB,1.55183711543298e+002°)	(3.20347027442490e+001dB,1.60423058600057e+002°)
1.15852375029606e+003	(3.00570250031542e+001dB,1.54385329214065e+002°)	(3.19893324517811e+001dB,1.59809146166754e+002°)
1.19937900211868e+003	(3.00084093827144e+001dB,1.53567186850119e+002°)	(3.19412469922848e+001dB,1.59181946739072e+002°)
1.24167501128534e+003	(2.99569124644145e+001dB,1.52729264545033e+002°)	(3.18903180917784e+001dB,1.58541665159727e+002°)
1.28546258599406e+003	(2.99024013485943e+001dB,1.51871587501652e+002°)	(3.18364155433403e+001dB,1.57888558922267e+002°)
1.33079432619008e+003	(2.98447415116774e+001dB,1.50994228699443e+002°)	(3.17794076931720e+001dB,1.57222941067138e+002°)
1.37772468675171e+003	(2.97837973125372e+001dB,1.50097311458860e+002°)	(3.17191619905369e+001dB,1.56545182961293e+002°)
1.42631004290440e+003	(2.97194326175265e+001dB,1.49181011673791e+002°)	(3.16555455889203e+001dB,1.55855716775756e+002°)
1.47660875794161e+003	(2.96515114231429e+001dB,1.48245559768603e+002°)	(3.15884260045233e+001dB,1.55155037690265e+002°)
1.52868125333394e+003	(2.95798985607121e+001dB,1.47291242578917e+002°)	(3.15176718507348e+001dB,1.54443705959528e+002°)
1.58259008131050e+003	(2.95044604740106e+001dB,1.46318404415252e+002°)	(3.14431535896870e+001dB,1.53722348272704e+002°)
1.63840000000003e+003	(2.94250659859560e+001dB,1.45327448089556e+002°)	(3.13647443638299e+001dB,1.52991658973257e+002°)
1.69617805122175e+003	(2.93415871575810e+001dB,1.44318835200061e+002°)	(3.12823208477855e+001dB,1.52252400601850e+002°)
1.75599364101950e+003	(2.92539001569173e+001dB,1.43293085819587e+002°)	(3.11957641254612e+001dB,1.51505403859399e+002°)
1.81791862303600e+003	(2.91618861347241e+001dB,1.42250778036570e+002°)	(3.11049606328925e+001dB,1.50751567298330e+002°)
1.88202738482718e+003	(2.90654321561604e+001dB,1.41192546271771e+002°)	(3.10098030568877e+001dB,1.49991855959313e+002°)
1.94839693722050e+003	(2.89644320976905e+001dB,1.40119079445653e+002°)	(3.09101912829800e+001dB,1.49227299712730e+002°)
2.01710700682435e+003	(2.88587875116104e+001dB,1.39031118124473e+002°)	(3.08060332970054e+001dB,1.48458990679786e+002°)
2.08824013179992e+003	(2.87484085458703e+001dB,1.37929451394547e+002°)	(3.06972461023727e+001dB,1.47688080260413e+002°)
2.16188176101036e+003	(2.86332147253736e+001dB,1.36814912559022e+002°)	(3.05837565468233e+001dB,1.46915775135957e+002°)
2.23812035666645e+003	(2.85131357662712e+001dB,1.35688374875452e+002°)	(3.04655021684689e+001dB,1.46143333090359e+002°)
2.31704750059213e+003	(2.83881122763695e+001dB,1.34550746092095e+002°)	(3.03424319149806e+001dB,1.45372057820241e+002°)
2.39875800423736e+003	(2.82580963849048e+001dB,1.33402962678649e+002°)	(3.02145068091972e+001dB,1.44603293342635e+002°)
2.48335002257069e+003	(2.81230523185544e+001dB,1.32245983867762e+002°)	(3.00817005632856e+001dB,1.43838418108562e+002°)
2.57092517198813e+003	(2.79829568080207e+001dB,1.31080784672433e+002°)	(2.99440000215408e+001dB,1.43078838279962e+002°)
2.66158865238017e+003	(2.78377994885007e+001dB,1.29908349348517e+002°)	(2.98014055900362e+001dB,1.42325981175125e+002°)
2.75544937350343e+003	(2.76875830784217e+001dB,1.28729663937841e+002°)	(2.96539314679885e+001dB,1.41581288008935e+002°)
2.85262008580880e+003	(2.75323235426487e+001dB,1.27545709170342e+002°)	(2.95016058230795e+001dB,1.40846206804876e+002°)
2.95321751588323e+003	(2.73720500769070e+001dB,1.26357453284686e+002°)	(2.93444708444218e+001dB,1.40122185205123e+002°)
3.05736250666788e+003	(2.72068049740245e+001dB,1.25165844744857e+002°)	(2.91825826522074e+001dB,1.39410663221932e+002°)
3.16518016262100e+003	(2.70366434336377e+001dB,1.23971805360851e+002°)	(2.90160111229428e+001dB,1.38713066271390e+002°)
3.27680000000007e+003	(2.68616331797737e+001dB,1.22776223471331e+002°)	(2.88448395760072e+001dB,1.38030798318007e+002°)
3.39235610244350e+003	(2.66818540750116e+001dB,1.21579948042186e+002°)	(2.86691644388989e+001dB,1.37365235652286e+002°)
3.51198728203900e+003	(2.64973975871651e+001dB,1.20383782574507e+002°)	(2.84890947269236e+001dB,1.36717720704235e+002°)
3.63583724607200e+003	(2.63083661679512e+001dB,1.19188479978814e+002°)	(2.83047515100254e+001dB,1.36089556564785e+002°)
3.76405476965437e+003	(2.61148726052835e+001dB,1.17994737901628e+002°)	(2.81162672906088e+001dB,1.35482001948485e+002°)
3.89679387444101e+003	(2.59170393149649e+001dB,1.16803194687968e+002°)	(2.79237853282824e+001dB,1.34896266717155e+002°)
4.03421401364871e+003	(2.57149975685693e+001dB,1.15614426079083e+002°)	(2.77274589382933e+001dB,1.34333508003512e+002°)
4.17648026359985e+003	(2.55088866944986e+001dB,1.14428942427920e+002°)	(2.75274507325140e+001dB,1.33794826843794e+002°)
4.32376352202072e+003	(2.52988533606277e+001dB,1.13247187039521e+002°)	(2.73239319241260e+001dB,1.33281265589347e+002°)
4.47624071333291e+003	(2.50850506510279e+001dB,1.12069534227918e+002°)	(2.71170814607178e+001dB,1.32793805450191e+002°)
4.63409500118427e+003	(2.48676374367923e+001dB,1.10896289556883e+002°)	(2.69070854393719e+001dB,1.32333365215482e+002°)
4.79751600847474e+003	(2.46467775107620e+001dB,1.09727689067487e+002°)	(2.66941362444310e+001dB,1.31900799782140e+002°)
4.96670004514139e+003	(2.44226389158180e+001dB,1.08563900224834e+002°)	(2.64784319171897e+001dB,1.31496899583257e+002°)
5.14185034397627e+003	(2.41953932472724e+001dB,1.07405022980605e+002°)	(2.62601754816006e+001dB,1.31122390225778e+002°)
5.32317730476035e+003	(2.39652150108892e+001dB,1.06251091345211e+002°)	(2.60395743097578e+001dB,1.30777932462294e+002°)
5.51089874700687e+003	(2.37322810380182e+001dB,1.05102075389284e+002°)	(2.58168395231886e+001dB,1.30464122452555e+002°)
5.70524017161761e+003	(2.34967699916116e+001dB,1.03957883924459e+002°)	(2.55921854942961e+001dB,1.30181492285000e+002°)
5.90643503176648e+003	(2.32588618778821e+001dB,1.02818367302701e+002°)	(2.53658293553465e+001dB,1.29930510579749e+002°)
6.11472501333576e+003	(2.30187376308193e+001dB,1.01683320379854e+002°)	(2.51379905094522e+001dB,1.29711583179097e+002°)
6.33036032524202e+003	(2.27765787739018e+001dB,1.00552486076977e+002°)	(2.49088902664393e+001dB,1.29525053925933e+002°)
6.55360000000016e+003	(2.25325671387214e+001dB,9.94255588897264e+001°)	(2.46787514521174e+001dB,1.29371205406120e+002°)
6.78471220488701e+003	(2.22868846206072e+001dB,9.83021888203590e+001°)	(2.44477981159554e+001dB,1.29250259636432e+002°)
7.02397456407802e+003	(2.20397130049382e+001dB,9.71819851575791e+001°)	(2.42162551952387e+001dB,1.29162378662312e+002°)
7.27167449214400e+003	(2.17912338264001e+001dB,9.60645205485265e+001°)	(2.39843482475462e+001dB,1.29107665034930e+002°)
7.52810953930875e+003	(2.15416283466117e+001dB,9.49493354062079e+001°)	(2.37523032539321e+001dB,1.29086162144365e+002°)
7.79358774888202e+003	(2.12910774294430e+001dB,9.38359417139209e+001°)	(2.35203462868109e+001dB,1.29097854377539e+002°)
8.06842802729744e+003	(2.10397616280276e+001dB,9.27238277297393e+001°)	(2.32887033722330e+001dB,1.29142667092184e+002°)
8.35296052719972e+003	(2.07878610719055e+001dB,9.16124616214127e+001°)	(2.30576000987446e+001dB,1.29220466486993e+002°)
8.64752704404145e+003	(2.05355557076750e+001dB,9.05012966434879e+001°)	(2.28272615583890e+001dB,1.29331059185026e+002°)
8.95248142666582e+003	(2.02830251991550e+001dB,8.93897746663187e+001°)	(2.25979118996434e+001dB,1.29474191813854e+002°)
9.26819000236854e+003	(2.00304491270278e+001dB,8.82773311101656e+001°)	(2.23697741672581e+001dB,1.29649550298922e+002°)
9.59503201694948e+003	(1.97780070561847e+001dB,8.71633990620652e+001°)	(2.21430699273957e+001dB,1.29856759177751e+002°)
9.93340009028279e+003	(1.95258785507069e+001dB,8.60474133893322e+001°)	(2.19180188660200e+001dB,1.30095380843104e+002°)
1.02837006879525e+004	(1.92742433914845e+001dB,8.49288155111931e+001°)	(2.16948384844115e+001dB,1.30364914666469e+002°)
1.06463546095207e+004	(1.90232815989923e+001dB,8.38070575973829e+001°)	(2.14737436305040e+001dB,1.30664796217240e+002°)
1.10217974940138e+004	(1.87731734022363e+001dB,8.26816064425906e+001°)	(2.12549459312104e+001dB,1.30994396684163e+002°)
1.14104803432352e+004	(1.85240994773836e+001dB,8.15519485973437e+001°)	(2.10386534300233e+001dB,1.31353022083334e+002°)
1.18128700635330e+004	(1.82762407745959e+001dB,8.04175938581551e+001°)	(2.08250698594027e+001dB,1.31739913110162e+002°)
1.22294500266715e+004	(1.80297785768169e+001dB,7.92780797854899e+001°)	(2.06143940832194e+001dB,1.32154244961736e+002°)
1.26607206504840e+004	(1.77848944842108e+001dB,7.81329761045472e+001°)	(2.04068194852250e+001dB,1.32595127425574e+002°)
1.31072000000003e+004	(1.75417701848141e+001dB,7.69818882895107e+001°)	(2.02025331871799e+001dB,1.33061605627761e+002°)
1.35694244097740e+004	(1.73005874280730e+001dB,7.58244619395981e+001°)	(2.00017153946856e+001dB,1.33552660941420e+002°)
1.40479491281561e+004	(1.70615277358447e+001dB,7.46603863772667e+001°)	(1.98045386184811e+001dB,1.34067212516925e+002°)
1.45433489842880e+004	(1.68247721790447e+001dB,7.34893984717171e+001°)	(1.96111669416115e+001dB,1.34604119246705e+002°)
1.50562190786175e+004	(1.65905010378318e+001dB,7.23112859654210e+001°)	(1.94217552455405e+001dB,1.35162182390346e+002°)
1.55871754977641e+004	(1.63588934753012e+001dB,7.11258909813505e+001°)	(1.92364485061651e+001dB,1.35740148580827e+002°)
1.61368560545949e+004	(1.61301270202086e+001dB,6.99331126106088e+001°)	(1.90553810225971e+001dB,1.36336713673663e+002°)
1.67059210543995e+004	(1.59043771071728e+001dB,6.87329096815320e+001°)	(1.88786757557271e+001dB,1.36950526994772e+002°)
1.72950540880829e+004	(1.56818165418366e+001dB,6.75253031129172e+001°)	(1.87064437182158e+001dB,1.37580196102907e+002°)
1.79049628533317e+004	(1.54626148500579e+001dB,6.63103774758557e+001°)	(1.85387833647471e+001dB,1.38224292312839e+002°)
1.85363800047371e+004	(1.52469376659231e+001dB,6.50882827025855e+001°)	(1.83757801581009e+001dB,1.38881356273633e+002°)
1.91900640338990e+004	(1.50349459395709e+001dB,6.38592341650910e+001°)	(1.82175060539913e+001dB,1.39549904740445e+002°)
1.98668001805656e+004	(1.48267953116963e+001dB,6.26235137917293e+001°)	(1.80640193195755e+001dB,1.40228436596191e+002°)
2.05674013759051e+004	(1.46226352391681e+001dB,6.13814688980057e+001°)	(1.79153642154099e+001dB,1.40915440235657e+002°)
2.12927092190415e+004	(1.44226082535003e+001dB,6.01335115464656e+001°)	(1.77715709528677e+001dB,1.41609400370646e+002°)
2.20435949880275e+004	(1.42268491814648e+001dB,5.88801168165790e+001°)	(1.76326557030881e+001dB,1.42308805219468e+002°)
2.28209606864705e+004	(1.40354843063200e+001dB,5.76218202529139e+001°)	(1.74986207110882e+001dB,1.43012153653539e+002°)
2.36257401270660e+004	(1.38486305976168e+001dB,5.63592145884047e+001°)	(1.73694545202030e+001dB,1.43717962374372e+002°)
2.44589000533431e+004	(1.36663950689856e+001dB,5.50929467483094e+001°)	(1.72451324118425e+001dB,1.44424772234790e+002°)
2.53214413009681e+004	(1.34888739446379e+001dB,5.38237125135588e+001°)	(1.71256167675383e+001dB,1.45131155172008e+002°)
2.62144000000007e+004	(1.33161520778681e+001dB,5.25522517626393e+001°)	(1.70108576601093e+001dB,1.45835720165790e+002°)
2.71388488195481e+004	(1.31483024415849e+001dB,5.12793431989564e+001°)	(1.69007935373741e+001dB,1.46537118626516e+002°)
2.80958982563122e+004	(1.29853855496973e+001dB,5.00057976963017e+001°)	(1.67953518920079e+001dB,1.47234049677380e+002°)
2.90866979685761e+004	(1.28274491401651e+001dB,4.87324520195596e+001°)	(1.66944500828235e+001dB,1.47925264516853e+002°)
3.01124381572351e+004	(1.26745278583325e+001dB,4.74601617922045e+001°)	(1.65979961635924e+001dB,1.48609570294202e+002°)
3.11743509955282e+004	(1.25266431107210e+001dB,4.61897945654071e+001°)	(1.65058897851764e+001dB,1.49285833075762e+002°)
3.22737121091898e+004	(1.23838029603854e+001dB,4.49222219992636e+001°)	(1.64180230616388e+001dB,1.49952980719429e+002°)
3.34118421087990e+004	(1.22460022273141e+001dB,4.36583129986831e+001°)	(1.63342815309571e+001dB,1.50610004331309e+002°)
3.45901081761659e+004	(1.21132226191395e+001dB,4.23989260440349e+001°)	(1.62545450433891e+001dB,1.51255959652871e+002°)
3.58099257066634e+004	(1.19854330507218e+001dB,4.11449021258095e+001°)	(1.61786886809345e+001dB,1.51889967617854e+002°)
3.70727600094743e+004	(1.18625899989573e+001dB,3.98970578300435e+001°)	(1.61065836361568e+001dB,1.52511214183039e+002°)
3.83801280677981e+004	(1.17446380617493e+001dB,3.86561788758661e+001°)	(1.60380980811339e+001dB,1.53118949831792e+002°)
3.97336003611313e+004	(1.16315104640723e+001dB,3.74230137031111e+001°)	(1.59730979501380e+001dB,1.53712488473372e+002°)
4.11348027518103e+004	(1.15231298012316e+001dB,3.61982682646082e+001°)	(1.59114477404046e+001dB,1.54291205737361e+002°)
4.25854184380830e+004	(1.14194087498567e+001dB,3.49826007459394e+001°)	(1.58530112117843e+001dB,1.54854537135042e+002°)
4.40871899760552e+004	(1.13202508330224e+001dB,3.37766166409445e+001°)	(1.57976520197349e+001dB,1.55401975987814e+002°)
4.56419213729411e+004	(1.12255513387776e+001dB,3.25808659583705e+001°)	(1.57452343735278e+001dB,1.55933070262661e+002°)
4.72514802541320e+004	(1.11351981096974e+001dB,3.13958389188789e+001°)	(1.56956235157268e+001dB,1.56447420413615e+002°)
4.89178001066863e+004	(1.10490725003150e+001dB,3.02219643665343e+001°)	(1.56486862480932e+001dB,1.56944675809724e+002°)
5.06428826019364e+004	(1.09670502345609e+001dB,2.90596072594320e+001°)	(1.56042913283908e+001dB,1.57424532046511e+002°)
5.24288000000015e+004	(1.08890023152056e+001dB,2.79090679659437e+001°)	(1.55623098450217e+001dB,1.57886727329000e+002°)
5.42776976390963e+004	(1.08147958712642e+001dB,2.67705810069508e+001°)	(1.55226155076950e+001dB,1.58331039637860e+002°)
5.61917965126244e+004	(1.07442950177692e+001dB,2.56443154900646e+001°)	(1.54850849102654e+001dB,1.58757283114540e+002°)
5.81733959371523e+004	(1.06773616685151e+001dB,2.45303755310474e+001°)	(1.54495977373010e+001dB,1.59165304852552e+002°)
6.02248763144703e+004	(1.06138562498716e+001dB,2.34288005074333e+001°)	(1.54160368842230e+001dB,1.59554982057545e+002°)
6.23487019910564e+004	(1.05536384979438e+001dB,2.23395673697873e+001°)	(1.53842886157981e+001dB,1.59926218378100e+002°)
6.45474242183798e+004	(1.04965680277970e+001dB,2.12625915395752e+001°)	(1.53542425859363e+001dB,1.60278941297669e+002°)
6.68236842175980e+004	(1.04425049916596e+001dB,2.01977290727722e+001°)	(1.53257918922735e+001dB,1.60613099171538e+002°)
6.91802163523319e+004	(1.03913106244617e+001dB,1.91447791988088e+001°)	(1.52988330785150e+001dB,1.60928658242797e+002°)
7.16198514133269e+004	(1.03428476901781e+001dB,1.81034864092005e+001°)	(1.52732660796218e+001dB,1.61225600182028e+002°)
7.41455200189487e+004	(1.02969809396528e+001dB,1.70735430587503e+001°)	(1.52489941730448e+001dB,1.61503919597826e+002°)
7.67602561355962e+004	(1.02535774665791e+001dB,1.60545922280310e+001°)	(1.52259238947568e+001dB,1.61763621568877e+002°)
7.94672007222627e+004	(1.02125070171496e+001dB,1.50462301481822e+001°)	(1.52039649236834e+001dB,1.62004719623575e+002°)
8.22696055036207e+004	(1.01736422615428e+001dB,1.40480094962050e+001°)	(1.51830299770414e+001dB,1.62227233408885e+002°)
8.51708368761661e+004	(1.01368589926804e+001dB,1.30594416177151e+001°)	(1.51630346538839e+001dB,1.62431187083136e+002°)
8.81743799521105e+004	(1.01020362784076e+001dB,1.20799995401669e+001°)	(1.51438972840906e+001dB,1.62616607405027e+002°)
9.12838427458823e+004	(1.00690565944237e+001dB,1.11091205312811e+001°)	(1.51255387727091e+001dB,1.62783522200428e+002°)
9.45029605082641e+004	(1.00378058974094e+001dB,1.01462088044718e+001°)	(1.51078824222129e+001dB,1.62931958834920e+002°)
9.78356002133728e+004	(1.00081736470560e+001dB,9.19063800820635e+000°)	(1.50908537481865e+001dB,1.63061942891862e+002°)
1.01285765203873e+005	(9.98005283589253e+000dB,8.24175346433193e+000°)	(1.50743802932095e+001dB,1.63173497070463e+002°)
1.04857600000003e+005	(9.95333996856436e+000dB,7.29887472572508e+000°)	(1.50583914445587e+001dB,1.63266639985698e+002°)
1.08555395278193e+005	(9.92793499058402e+000dB,6.36129754900897e+000°)	(1.50428182220616e+001dB,1.63341385318383e+002°)
1.12383593025249e+005	(9.90374124939094e+000dB,5.42829597137855e+000°)	(1.50275930921200e+001dB,1.63397740994151e+002°)
1.16346791874305e+005	(9.88066538453580e+000dB,4.49912441278063e+000°)	(1.50126497618889e+001dB,1.63435708377231e+002°)
1.20449752628941e+005	(9.85861723512082e+000dB,3.57301922856653e+000°)	(1.49979229750494e+001dB,1.63455281814222e+002°)
1.24697403982113e+005	(9.83750972764275e+000dB,2.64920074570722e+000°)	(1.49833483183934e+001dB,1.63456447969234e+002°)
1.29094848436760e+005	(9.81725874614332e+000dB,1.72687451117299e+000°)	(1.49688620105826e+001dB,1.63439185607707e+002°)
1.33647368435196e+005	(9.79778300110707e+000dB,8.05233179001743e-001°)	(1.49544007124729e+001dB,1.63403465100831e+002°)
1.38360432704664e+005	(9.77900389375947e+000dB,-1.16542472516759e-001°)	(1.49399013154259e+001dB,1.63349248421985e+002°)
1.43239702826654e+005	(9.76084538430013e+000dB,-1.03928192552527e+000°)	(1.49253007519221e+001dB,1.63276488878694e+002°)
1.48291040037898e+005	(9.74323383540199e+000dB,-1.96382376900849e+000°)	(1.49105357981833e+001dB,1.63185131121438e+002°)
1.53520512271193e+005	(9.72609790743655e+000dB,-2.89101470466624e+000°)	(1.48955428818566e+001dB,1.63075111294731e+002°)
1.58934401444526e+005	(9.70936839529171e+000dB,-3.82170806597789e+000°)	(1.48802578928097e+001dB,1.62946356981176e+002°)
1.64539211007242e+005	(9.69297811576716e+000dB,-4.75676320586636e+000°)	(1.48646159933661e+001dB,1.62798787628530e+002°)
1.70341673752332e+005	(9.67686179076691e+000dB,-5.69704406208923e+000°)	(1.48485514437064e+001dB,1.62632314626338e+002°)
1.76348759904221e+005	(9.66095593175994e+000dB,-6.64341860227853e+000°)	(1.48319974150552e+001dB,1.62446841854791e+002°)
1.82567685491765e+005	(9.64519875107896e+000dB,-7.59675757073738e+000°)	(1.48148858267234e+001dB,1.62242265949787e+002°)
1.89005921016529e+005	(9.62953005841541e+000dB,-8.55793379869051e+000°)	(1.47971471680338e+001dB,1.62018476885303e+002°)
1.95671200426746e+005	(9.61389120613899e+000dB,-9.52782126299665e+000°)	(1.47787103449442e+001dB,1.61775358472638e+002°)
2.02571530407746e+005	(9.59822500939332e+000dB,-1.05072941830658e+001°)	(1.47595025154544e+001dB,1.61512788932498e+002°)
