Freq.	V(n001)/1A
1.67059210543995e+004	(-3.71900033984122e+001dB,3.76933765171997e+001°)
1.72950540880829e+004	(-3.70722295163935e+001dB,3.86475740195752e+001°)
1.79049628533317e+004	(-3.69494006739156e+001dB,3.96082158223007e+001°)
1.85363800047371e+004	(-3.68214462216229e+001dB,4.05741936462407e+001°)
1.91900640338990e+004	(-3.66883062401895e+001dB,4.15443639454231e+001°)
1.98668001805656e+004	(-3.65499320332023e+001dB,4.25175539554843e+001°)
2.05674013759051e+004	(-3.64062865095162e+001dB,4.34925680534516e+001°)
2.12927092190415e+004	(-3.62573444504684e+001dB,4.44681943909409e+001°)
2.20435949880275e+004	(-3.61030926900822e+001dB,4.54432119127246e+001°)
2.28209606864705e+004	(-3.59435301324468e+001dB,4.64163971805508e+001°)
2.36257401270660e+004	(-3.57786676833645e+001dB,4.73865314471805e+001°)
2.44589000533431e+004	(-3.56085280449329e+001dB,4.83524074888907e+001°)
2.53214413009681e+004	(-3.54331453913095e+001dB,4.93128362103227e+001°)
2.62144000000007e+004	(-3.52525649473825e+001dB,5.02666530448927e+001°)
2.71388488195481e+004	(-3.50668424426881e+001dB,5.12127237881509e+001°)
2.80958982563122e+004	(-3.48760434941568e+001dB,5.21499501308756e+001°)
2.90866979685761e+004	(-3.46802428890210e+001dB,5.30772744972361e+001°)
3.01124381572351e+004	(-3.44795237997500e+001dB,5.39936842941855e+001°)
3.11743509955282e+004	(-3.42739769492326e+001dB,5.48982155843789e+001°)
3.22737121091898e+004	(-3.40636997272631e+001dB,5.57899560372695e+001°)
3.34118421087990e+004	(-3.38487952716787e+001dB,5.66680471449768e+001°)
3.45901081761659e+004	(-3.36293715396660e+001dB,5.75316858037584e+001°)
3.58099257066634e+004	(-3.34055403641474e+001dB,5.83801251109368e+001°)
3.70727600094743e+004	(-3.31774165334832e+001dB,5.92126746607685e+001°)
3.83801280677981e+004	(-3.29451168700063e+001dB,6.00287000022282e+001°)
3.97336003611313e+004	(-3.27087593468339e+001dB,6.08276216067995e+001°)
4.11348027518103e+004	(-3.24684622395497e+001dB,6.16089132575891e+001°)
4.25854184380830e+004	(-3.22243433166246e+001dB,6.23720998954394e+001°)
4.40871899760552e+004	(-3.19765190809339e+001dB,6.31167550082085e+001°)
4.56419213729411e+004	(-3.17251040616233e+001dB,6.38424975702152e+001°)
4.72514802541320e+004	(-3.14702101637867e+001dB,6.45489886299222e+001°)
4.89178001066863e+004	(-3.12119460736537e+001dB,6.52359275458025e+001°)
5.06428826019364e+004	(-3.09504167273797e+001dB,6.59030479515908e+001°)
5.24288000000015e+004	(-3.06857228325507e+001dB,6.65501134171797e+001°)
5.42776976390963e+004	(-3.04179604578294e+001dB,6.71769129646745e+001°)
5.61917965126244e+004	(-3.01472206725298e+001dB,6.77832563009309e+001°)
5.81733959371523e+004	(-2.98735892521768e+001dB,6.83689689408178e+001°)
6.02248763144703e+004	(-2.95971464365463e+001dB,6.89338871801666e+001°)
6.23487019910564e+004	(-2.93179667451224e+001dB,6.94778528770664e+001°)
6.45474242183798e+004	(-2.90361188478316e+001dB,7.00007081123324e+001°)
6.68236842175980e+004	(-2.87516654939503e+001dB,7.05022898202149e+001°)
6.91802163523319e+004	(-2.84646634915377e+001dB,7.09824241014590e+001°)
7.16198514133269e+004	(-2.81751637477282e+001dB,7.14409205753085e+001°)
7.41455200189487e+004	(-2.78832113639673e+001dB,7.18775664455469e+001°)
7.67602561355962e+004	(-2.75888457966028e+001dB,7.22921205433655e+001°)
7.94672007222627e+004	(-2.72921010758031e+001dB,7.26843070482631e+001°)
8.22696055036207e+004	(-2.69930061000369e+001dB,7.30538091623487e+001°)
8.51708368761661e+004	(-2.66915850043112e+001dB,7.34002624539833e+001°)
8.81743799521105e+004	(-2.63878576133906e+001dB,7.37232481088836e+001°)
9.12838427458823e+004	(-2.60818399888049e+001dB,7.40222858480733e+001°)
9.45029605082641e+004	(-2.57735450834554e+001dB,7.42968266570128e+001°)
9.78356002133728e+004	(-2.54629835159074e+001dB,7.45462453310151e+001°)
1.01285765203873e+005	(-2.51501644812685e+001dB,7.47698326946600e+001°)
1.04857600000003e+005	(-2.48350968175571e+001dB,7.49667877117392e+001°)
1.08555395278193e+005	(-2.45177902489165e+001dB,7.51362093683975e+001°)
1.12383593025249e+005	(-2.41982568315128e+001dB,7.52770885080025e+001°)
1.16346791874305e+005	(-2.38765126266491e+001dB,7.53882996112660e+001°)
1.20449752628941e+005	(-2.35525796326789e+001dB,7.54685926930452e+001°)
1.24697403982113e+005	(-2.32264880092504e+001dB,7.55165854393096e+001°)
1.29094848436760e+005	(-2.28982786269649e+001dB,7.55307558605090e+001°)
1.33647368435196e+005	(-2.25680059817981e+001dB,7.55094356210776e+001°)
1.38360432704664e+005	(-2.22357415103099e+001dB,7.54508045002203e+001°)
1.43239702826654e+005	(-2.19015773416499e+001dB,7.53528863521412e+001°)
1.48291040037898e+005	(-2.15656305273134e+001dB,7.52135470949140e+001°)
1.53520512271193e+005	(-2.12280477661270e+001dB,7.50304954288556e+001°)
1.58934401444526e+005	(-2.08890106550332e+001dB,7.48012869980224e+001°)
1.64539211007242e+005	(-2.05487414618978e+001dB,7.45233330210122e+001°)
1.70341673752332e+005	(-2.02075094057311e+001dB,7.41939143654407e+001°)
1.76348759904221e+005	(-1.98656373956267e+001dB,7.38102024388973e+001°)
1.82567685491765e+005	(-1.95235091371593e+001dB,7.33692882291773e+001°)
1.89005921016529e+005	(-1.91815764642979e+001dB,7.28682210329927e+001°)
1.95671200426746e+005	(-1.88403666846148e+001dB,7.23040584861766e+001°)
2.02571530407746e+005	(-1.85004896392405e+001dB,7.16739294729710e+001°)
2.09715200000007e+005	(-1.81626440928900e+001dB,7.09751113111186e+001°)
2.17110790556386e+005	(-1.78276229416083e+001dB,7.02051223048216e+001°)
2.24767186050498e+005	(-1.74963166230127e+001dB,6.93618301591253e+001°)
2.32693583748610e+005	(-1.71697140045384e+001dB,6.84435757671985e+001°)
2.40899505257882e+005	(-1.68488999243785e+001dB,6.74493106689624e+001°)
2.49394807964226e+005	(-1.65350485309892e+001dB,6.63787448461211e+001°)
2.58189696873520e+005	(-1.62294115765837e+001dB,6.52324994222820e+001°)
2.67294736870393e+005	(-1.59333009542215e+001dB,6.40122567424664e+001°)
2.76720865409328e+005	(-1.56480650467735e+001dB,6.27208979120557e+001°)
2.86479405653308e+005	(-1.53750588063820e+001dB,6.13626161840342e+001°)
2.96582080075796e+005	(-1.51156080963853e+001dB,5.99429932079723e+001°)
3.07041024542386e+005	(-1.48709694449910e+001dB,5.84690253264940e+001°)
3.17868802889052e+005	(-1.46422870844539e+001dB,5.69490887900232e+001°)
3.29078422014484e+005	(-1.44305497933618e+001dB,5.53928362498007e+001°)
3.40683347504665e+005	(-1.42365505448447e+001dB,5.38110222101352e+001°)
3.52697519808443e+005	(-1.40608521044407e+001dB,5.22152617843859e+001°)
3.65135370983530e+005	(-1.39037615531717e+001dB,5.06177340733823e+001°)
3.78011842033058e+005	(-1.37653160234273e+001dB,4.90308479872707e+001°)
3.91342400853492e+005	(-1.36452810164390e+001dB,4.74668928321081e+001°)
4.05143060815493e+005	(-1.35431614631851e+001dB,4.59376979400784e+001°)
4.19430400000014e+005	(-1.34582244490922e+001dB,4.44543244907535e+001°)
4.34221581112773e+005	(-1.33895315438800e+001dB,4.30268086719086e+001°)
4.49534372100997e+005	(-1.33359778708429e+001dB,4.16639692977228e+001°)
4.65387167497220e+005	(-1.32963348105242e+001dB,4.03732860407501e+001°)
4.81799010515764e+005	(-1.32692932444914e+001dB,3.91608475555404e+001°)
4.98789615928454e+005	(-1.32535046922260e+001dB,3.80313631194232e+001°)
5.16379393747041e+005	(-1.32476182861554e+001dB,3.69882273653006e+001°)
5.34589473740787e+005	(-1.32503122493767e+001dB,3.60336255736920e+001°)
5.53441730818658e+005	(-1.32603192074602e+001dB,3.51686665432513e+001°)
5.72958811306618e+005	(-1.32764452590469e+001dB,3.43935309415015e+001°)
5.93164160151592e+005	(-1.32975831642404e+001dB,3.37076248301326e+001°)
6.14082049084772e+005	(-1.33227203047937e+001dB,3.31097302154340e+001°)
6.35737605778104e+005	(-1.33509422320658e+001dB,3.25981467462891e+001°)
6.58156844028969e+005	(-1.33814326617444e+001dB,3.21708207517599e+001°)
6.81366695009332e+005	(-1.34134707435359e+001dB,3.18254595581295e+001°)
7.05395039616887e+005	(-1.34464263613623e+001dB,3.15596304131106e+001°)
7.30270741967062e+005	(-1.34797540977760e+001dB,3.13708443143055e+001°)
7.56023684066116e+005	(-1.35129863991025e+001dB,3.12566258074235e+001°)
7.82684801706986e+005	(-1.35457263377756e+001dB,3.12145701024065e+001°)
8.10286121630986e+005	(-1.35776402899666e+001dB,3.12423891718304e+001°)
8.38860800000028e+005	(-1.36084507446792e+001dB,3.13379484957980e+001°)
8.68443162225546e+005	(-1.36379293826314e+001dB,3.14992960840471e+001°)
8.99068744201995e+005	(-1.36658905168871e+001dB,3.17246853189873e+001°)
9.30774334994442e+005	(-1.36921849114366e+001dB,3.20125929308868e+001°)
9.63598021031530e+005	(-1.37166939890417e+001dB,3.23617333983924e+001°)
9.97579231856909e+005	(-1.37393243823006e+001dB,3.27710707535238e+001°)
1.00000000000000e+006	(-1.37408347200378e+001dB,3.28019275107897e+001°)
